,DateTime,Acorn_grouped,stdorToU,N,nrg_cons
187,2013-12-02 08:00:00,Adversity,ToU,280,0.403910953827
188,2013-12-02 08:00:00,Affluent,Std,1525,0.65005663622
189,2013-12-02 08:00:00,Affluent,ToU,457,0.727125222308
190,2013-12-02 08:00:00,Comfortable,Std,1112,0.490216868935
191,2013-12-02 08:00:00,Comfortable,ToU,298,0.4080402216
192,2013-12-02 09:00:00,Adversity,Std,1404,0.392011778715
193,2013-12-02 09:00:00,Adversity,ToU,280,0.41306709818
194,2013-12-02 09:00:00,Affluent,Std,1526,0.649138505608
195,2013-12-02 09:00:00,Affluent,ToU,457,0.636564480831
196,2013-12-02 09:00:00,Comfortable,Std,1112,0.49279047607
197,2013-12-02 09:00:00,Comfortable,ToU,298,0.418818083722
198,2013-12-02 10:00:00,Adversity,Std,1405,0.379695284223
199,2013-12-02 10:00:00,Adversity,ToU,280,0.383062125985
200,2013-12-02 10:00:00,Affluent,Std,1526,0.603688718306
201,2013-12-02 10:00:00,Affluent,ToU,457,0.50651874599
202,2013-12-02 10:00:00,Comfortable,Std,1112,0.456392924523
203,2013-12-02 10:00:00,Comfortable,ToU,298,0.357030619316
204,2013-12-02 11:00:00,Adversity,Std,1405,0.35952651274
205,2013-12-02 11:00:00,Adversity,ToU,280,0.357400259628
206,2013-12-02 11:00:00,Affluent,Std,1526,0.597815375532
207,2013-12-02 11:00:00,Affluent,ToU,456,0.503037298309
208,2013-12-02 11:00:00,Comfortable,Std,1112,0.455969204758
209,2013-12-02 11:00:00,Comfortable,ToU,298,0.368309006139
210,2013-12-02 12:00:00,Adversity,Std,1405,0.364788842794
211,2013-12-02 12:00:00,Adversity,ToU,280,0.355357048925
212,2013-12-02 12:00:00,Affluent,Std,1526,0.57923037184
213,2013-12-02 12:00:00,Affluent,ToU,456,0.469982644003
214,2013-12-02 12:00:00,Comfortable,Std,1112,0.458086347753
215,2013-12-02 12:00:00,Comfortable,ToU,298,0.373172615931
216,2013-12-02 13:00:00,Adversity,Std,1405,0.391616886513
217,2013-12-02 13:00:00,Adversity,ToU,280,0.382297087435
218,2013-12-02 13:00:00,Affluent,Std,1526,0.627559321561
219,2013-12-02 13:00:00,Affluent,ToU,456,0.538970128137
220,2013-12-02 13:00:00,Comfortable,Std,1112,0.47155392653
221,2013-12-02 13:00:00,Comfortable,ToU,298,0.390782846719
222,2013-12-02 14:00:00,Adversity,Std,1405,0.37545560718
223,2013-12-02 14:00:00,Adversity,ToU,280,0.354717313242
224,2013-12-02 14:00:00,Affluent,Std,1526,0.604274395808
225,2013-12-02 14:00:00,Affluent,ToU,456,0.536020880744
226,2013-12-02 14:00:00,Comfortable,Std,1112,0.444083339329
227,2013-12-02 14:00:00,Comfortable,ToU,298,0.408592149272
228,2013-12-02 15:00:00,Adversity,Std,1405,0.376745818967
229,2013-12-02 15:00:00,Adversity,ToU,280,0.375761858211
230,2013-12-02 15:00:00,Affluent,Std,1526,0.621645470944
231,2013-12-02 15:00:00,Affluent,ToU,456,0.508113139887
232,2013-12-02 15:00:00,Comfortable,Std,1112,0.485686535022
233,2013-12-02 15:00:00,Comfortable,ToU,298,0.384339632013
234,2013-12-02 16:00:00,Adversity,Std,1405,0.423393691324
235,2013-12-02 16:00:00,Adversity,ToU,280,0.423912925963
236,2013-12-02 16:00:00,Affluent,Std,1526,0.656584757083
237,2013-12-02 16:00:00,Affluent,ToU,457,0.584408615259
238,2013-12-02 16:00:00,Comfortable,Std,1112,0.546536252606
239,2013-12-02 16:00:00,Comfortable,ToU,298,0.424047619839
240,2013-12-02 17:00:00,Adversity,Std,1405,0.524361349368
241,2013-12-02 17:00:00,Adversity,ToU,280,0.520118453967
242,2013-12-02 17:00:00,Affluent,Std,1525,0.828631068971
243,2013-12-02 17:00:00,Affluent,ToU,457,0.776610624707
244,2013-12-02 17:00:00,Comfortable,Std,1112,0.684209934966
245,2013-12-02 17:00:00,Comfortable,ToU,298,0.600854693444
246,2013-12-02 18:00:00,Adversity,Std,1405,0.617411313561
247,2013-12-02 18:00:00,Adversity,ToU,280,0.597781940374
248,2013-12-02 18:00:00,Affluent,Std,1526,1.01383388249
249,2013-12-02 18:00:00,Affluent,ToU,457,0.950890685084
250,2013-12-02 18:00:00,Comfortable,Std,1112,0.796523160584
251,2013-12-02 18:00:00,Comfortable,ToU,298,0.622067314883
252,2013-12-02 19:00:00,Adversity,Std,1405,0.625176603706
253,2013-12-02 19:00:00,Adversity,ToU,280,0.617653416028
254,2013-12-02 19:00:00,Affluent,Std,1526,1.04249834879
255,2013-12-02 19:00:00,Affluent,ToU,457,1.07447446664
256,2013-12-02 19:00:00,Comfortable,Std,1112,0.796515098396
257,2013-12-02 19:00:00,Comfortable,ToU,298,0.666929388798
258,2013-12-02 20:00:00,Adversity,Std,1405,0.618819802882
259,2013-12-02 20:00:00,Adversity,ToU,280,0.579499633501
260,2013-12-02 20:00:00,Affluent,Std,1526,1.05073356058
261,2013-12-02 20:00:00,Affluent,ToU,457,0.955610577529
262,2013-12-02 20:00:00,Comfortable,Std,1112,0.785360786821
263,2013-12-02 20:00:00,Comfortable,ToU,298,0.593449772999
264,2013-12-02 21:00:00,Adversity,Std,1404,0.580820105693
265,2013-12-02 21:00:00,Adversity,ToU,280,0.539941395974
266,2013-12-02 21:00:00,Affluent,Std,1526,1.00215066554
267,2013-12-02 21:00:00,Affluent,ToU,457,0.9148856316
268,2013-12-02 21:00:00,Comfortable,Std,1111,0.71029901335
269,2013-12-02 21:00:00,Comfortable,ToU,297,0.597472856588
270,2013-12-02 22:00:00,Adversity,Std,1404,0.52202626596
271,2013-12-02 22:00:00,Adversity,ToU,280,0.514888111957
272,2013-12-02 22:00:00,Affluent,Std,1526,0.941264888681
273,2013-12-02 22:00:00,Affluent,ToU,457,0.805803276221
274,2013-12-02 22:00:00,Comfortable,Std,1111,0.678596087321
275,2013-12-02 22:00:00,Comfortable,ToU,297,0.545575931154
276,2013-12-02 23:00:00,Adversity,Std,1404,0.458867588354
277,2013-12-02 23:00:00,Adversity,ToU,280,0.410674207737
278,2013-12-02 23:00:00,Affluent,Std,1526,0.726244266373
279,2013-12-02 23:00:00,Affluent,ToU,457,0.730293995196
280,2013-12-02 23:00:00,Comfortable,Std,1112,0.569869927415
281,2013-12-02 23:00:00,Comfortable,ToU,298,0.49792315354
282,2013-12-03 00:00:00,Adversity,Std,1404,0.422548160688
283,2013-12-03 00:00:00,Adversity,ToU,279,0.316459929953
284,2013-12-03 00:00:00,Affluent,Std,1526,0.540581151139
285,2013-12-03 00:00:00,Affluent,ToU,457,0.514276218919
286,2013-12-03 00:00:00,Comfortable,Std,1111,0.498172758251
287,2013-12-03 00:00:00,Comfortable,ToU,298,0.390461354322
288,2013-12-03 01:00:00,Adversity,Std,1405,0.38128802469
289,2013-12-03 01:00:00,Adversity,ToU,279,0.28422621267
290,2013-12-03 01:00:00,Affluent,Std,1526,0.40051277947
291,2013-12-03 01:00:00,Affluent,ToU,457,0.360804336357
292,2013-12-03 01:00:00,Comfortable,Std,1111,0.397373949363
293,2013-12-03 01:00:00,Comfortable,ToU,298,0.272538311545
294,2013-12-03 02:00:00,Adversity,Std,1405,0.304970925583
295,2013-12-03 02:00:00,Adversity,ToU,279,0.205003885551
296,2013-12-03 02:00:00,Affluent,Std,1526,0.334428403338
297,2013-12-03 02:00:00,Affluent,ToU,457,0.276920366746
298,2013-12-03 02:00:00,Comfortable,Std,1111,0.28984585187
299,2013-12-03 02:00:00,Comfortable,ToU,298,0.241176136496
300,2013-12-03 03:00:00,Adversity,Std,1405,0.245443649773
301,2013-12-03 03:00:00,Adversity,ToU,279,0.185467469678
302,2013-12-03 03:00:00,Affluent,Std,1526,0.310117535052
303,2013-12-03 03:00:00,Affluent,ToU,457,0.260633925882
304,2013-12-03 03:00:00,Comfortable,Std,1111,0.245904255062
305,2013-12-03 03:00:00,Comfortable,ToU,298,0.213064128425
306,2013-12-03 04:00:00,Adversity,Std,1405,0.21842618334
307,2013-12-03 04:00:00,Adversity,ToU,279,0.170940959217
308,2013-12-03 04:00:00,Affluent,Std,1526,0.314247758674
309,2013-12-03 04:00:00,Affluent,ToU,457,0.274494491767
310,2013-12-03 04:00:00,Comfortable,Std,1111,0.238025010819
311,2013-12-03 04:00:00,Comfortable,ToU,298,0.20816725306
312,2013-12-03 05:00:00,Adversity,Std,1405,0.205625521328
313,2013-12-03 05:00:00,Adversity,ToU,279,0.171895102609
314,2013-12-03 05:00:00,Affluent,Std,1526,0.310821669402
315,2013-12-03 05:00:00,Affluent,ToU,457,0.270617242809
316,2013-12-03 05:00:00,Comfortable,Std,1111,0.233652393172
317,2013-12-03 05:00:00,Comfortable,ToU,298,0.217349670037
318,2013-12-03 06:00:00,Adversity,Std,1405,0.249860341911
319,2013-12-03 06:00:00,Adversity,ToU,279,0.197506110966
320,2013-12-03 06:00:00,Affluent,Std,1526,0.351145044923
321,2013-12-03 06:00:00,Affluent,ToU,457,0.307642954784
322,2013-12-03 06:00:00,Comfortable,Std,1111,0.279980776386
323,2013-12-03 06:00:00,Comfortable,ToU,298,0.213216611432
324,2013-12-03 07:00:00,Adversity,Std,1405,0.326600440586
325,2013-12-03 07:00:00,Adversity,ToU,279,0.300891663442
326,2013-12-03 07:00:00,Affluent,Std,1526,0.44256748071
327,2013-12-03 07:00:00,Affluent,ToU,457,0.442152783057
328,2013-12-03 07:00:00,Comfortable,Std,1111,0.373764016533
329,2013-12-03 07:00:00,Comfortable,ToU,298,0.311426499699
330,2013-12-03 08:00:00,Adversity,Std,1405,0.39378558665
331,2013-12-03 08:00:00,Adversity,ToU,279,0.43574154071
332,2013-12-03 08:00:00,Affluent,Std,1526,0.68953722095
333,2013-12-03 08:00:00,Affluent,ToU,457,0.701435491435
