DateTime,Acorn_grouped,stdorToU,N,nrg_cons
2012-12-01 00:00:00,Adversity,Std,1507,0.184107030056
2012-12-01 00:00:00,Adversity,ToU,296,0.172939300028
2012-12-01 00:00:00,Affluent,Std,1692,0.29570132666
2012-12-01 00:00:00,Affluent,ToU,486,0.280009274709
2012-12-01 00:00:00,Comfortable,Std,1173,0.221428342209
2012-12-01 00:00:00,Comfortable,ToU,322,0.197661976576
2012-12-01 01:00:00,Adversity,Std,1508,0.447033513418
2012-12-01 01:00:00,Adversity,ToU,296,0.287162073656
2012-12-01 01:00:00,Affluent,Std,1692,0.489668474589
2012-12-01 01:00:00,Affluent,ToU,486,0.411098033602
2012-12-01 01:00:00,Comfortable,Std,1174,0.526735340064
2012-12-01 01:00:00,Comfortable,ToU,322,0.308985063558
2012-12-01 02:00:00,Adversity,Std,1508,0.34894542136
2012-12-01 02:00:00,Adversity,ToU,296,0.245688433914
2012-12-01 02:00:00,Affluent,Std,1692,0.385705044575
2012-12-01 02:00:00,Affluent,ToU,486,0.358350640137
2012-12-01 02:00:00,Comfortable,Std,1174,0.40165752947
2012-12-01 02:00:00,Comfortable,ToU,322,0.276620704214
2012-12-01 03:00:00,Adversity,Std,1508,0.288977453011
2012-12-01 03:00:00,Adversity,ToU,296,0.214686647268
2012-12-01 03:00:00,Affluent,Std,1692,0.354309983644
2012-12-01 03:00:00,Affluent,ToU,486,0.323630623547
2012-12-01 03:00:00,Comfortable,Std,1174,0.324691244714
2012-12-01 03:00:00,Comfortable,ToU,322,0.266091597987
2012-12-01 04:00:00,Adversity,Std,1508,0.263728345494
2012-12-01 04:00:00,Adversity,ToU,296,0.190196451718
2012-12-01 04:00:00,Affluent,Std,1692,0.348237915914
2012-12-01 04:00:00,Affluent,ToU,486,0.328918022905
2012-12-01 04:00:00,Comfortable,Std,1174,0.306384386188
2012-12-01 04:00:00,Comfortable,ToU,322,0.255023700549
2012-12-01 05:00:00,Adversity,Std,1508,0.263370899986
2012-12-01 05:00:00,Adversity,ToU,296,0.186292621309
2012-12-01 05:00:00,Affluent,Std,1692,0.346197130016
2012-12-01 05:00:00,Affluent,ToU,486,0.324359543339
2012-12-01 05:00:00,Comfortable,Std,1174,0.298717782909
2012-12-01 05:00:00,Comfortable,ToU,322,0.266397618749
2012-12-01 06:00:00,Adversity,Std,1508,0.263907966106
2012-12-01 06:00:00,Adversity,ToU,296,0.192111067915
2012-12-01 06:00:00,Affluent,Std,1692,0.39353455327
2012-12-01 06:00:00,Affluent,ToU,486,0.333013168972
2012-12-01 06:00:00,Comfortable,Std,1174,0.31909771596
2012-12-01 06:00:00,Comfortable,ToU,322,0.294448893548
2012-12-01 07:00:00,Adversity,Std,1508,0.300496107366
2012-12-01 07:00:00,Adversity,ToU,296,0.232120828482
2012-12-01 07:00:00,Affluent,Std,1692,0.450402390702
2012-12-01 07:00:00,Affluent,ToU,486,0.463351881456
2012-12-01 07:00:00,Comfortable,Std,1174,0.383840438875
2012-12-01 07:00:00,Comfortable,ToU,322,0.336274346857
2012-12-01 08:00:00,Adversity,Std,1508,0.361131984458
2012-12-01 08:00:00,Adversity,ToU,296,0.330136738745
2012-12-01 08:00:00,Affluent,Std,1692,0.60945415808
2012-12-01 08:00:00,Affluent,ToU,486,0.535570274044
2012-12-01 08:00:00,Comfortable,Std,1174,0.488898848371
2012-12-01 08:00:00,Comfortable,ToU,322,0.435448941412
2012-12-01 09:00:00,Adversity,Std,1508,0.460455150721
2012-12-01 09:00:00,Adversity,ToU,296,0.48388438206
2012-12-01 09:00:00,Affluent,Std,1692,0.776016748198
2012-12-01 09:00:00,Affluent,ToU,486,0.803207479044
2012-12-01 09:00:00,Comfortable,Std,1174,0.550932590196
2012-12-01 09:00:00,Comfortable,ToU,321,0.540601629198
2012-12-01 10:00:00,Adversity,Std,1508,0.494544695795
2012-12-01 10:00:00,Adversity,ToU,296,0.455810668245
2012-12-01 10:00:00,Affluent,Std,1692,0.71785773669
2012-12-01 10:00:00,Affluent,ToU,486,0.766067362772
2012-12-01 10:00:00,Comfortable,Std,1174,0.628069642021
2012-12-01 10:00:00,Comfortable,ToU,321,0.52046341561
2012-12-01 11:00:00,Adversity,Std,1508,0.478009762053
2012-12-01 11:00:00,Adversity,ToU,296,0.4338738861
2012-12-01 11:00:00,Affluent,Std,1692,0.781471611569
2012-12-01 11:00:00,Affluent,ToU,486,0.792612078719
2012-12-01 11:00:00,Comfortable,Std,1174,0.608773263152
2012-12-01 11:00:00,Comfortable,ToU,322,0.45767832855
2012-12-01 12:00:00,Adversity,Std,1508,0.5014211442
2012-12-01 12:00:00,Adversity,ToU,296,0.443509046597
2012-12-01 12:00:00,Affluent,Std,1692,0.771965948462
2012-12-01 12:00:00,Affluent,ToU,486,0.74553185407
2012-12-01 12:00:00,Comfortable,Std,1174,0.630393366386
2012-12-01 12:00:00,Comfortable,ToU,322,0.518988297377
2012-12-01 13:00:00,Adversity,Std,1508,0.491367943321
2012-12-01 13:00:00,Adversity,ToU,296,0.478767646909
2012-12-01 13:00:00,Affluent,Std,1692,0.778333289751
2012-12-01 13:00:00,Affluent,ToU,486,0.75268807238
2012-12-01 13:00:00,Comfortable,Std,1174,0.649822754702
2012-12-01 13:00:00,Comfortable,ToU,322,0.532256635201
2012-12-01 14:00:00,Adversity,Std,1508,0.472172738843
2012-12-01 14:00:00,Adversity,ToU,296,0.478059276726
2012-12-01 14:00:00,Affluent,Std,1692,0.779734349259
2012-12-01 14:00:00,Affluent,ToU,486,0.848090168609
2012-12-01 14:00:00,Comfortable,Std,1174,0.646609515874
2012-12-01 14:00:00,Comfortable,ToU,322,0.527350541201
2012-12-01 15:00:00,Adversity,Std,1508,0.499277716203
2012-12-01 15:00:00,Adversity,ToU,296,0.456132063247
2012-12-01 15:00:00,Affluent,Std,1692,0.806701275155
2012-12-01 15:00:00,Affluent,ToU,486,0.778710528551
2012-12-01 15:00:00,Comfortable,Std,1174,0.654110884899
2012-12-01 15:00:00,Comfortable,ToU,322,0.524008296692
2012-12-01 16:00:00,Adversity,Std,1508,0.525852034351
2012-12-01 16:00:00,Adversity,ToU,296,0.512516002414
2012-12-01 16:00:00,Affluent,Std,1692,0.862109636269
2012-12-01 16:00:00,Affluent,ToU,486,0.834407731435
2012-12-01 16:00:00,Comfortable,Std,1174,0.652615834706
2012-12-01 16:00:00,Comfortable,ToU,322,0.56124653402
2012-12-01 17:00:00,Adversity,Std,1508,0.598330534492
2012-12-01 17:00:00,Adversity,ToU,296,0.646459364241
2012-12-01 17:00:00,Affluent,Std,1692,0.983071028841
2012-12-01 17:00:00,Affluent,ToU,486,0.931694830838
2012-12-01 17:00:00,Comfortable,Std,1174,0.804606378784
2012-12-01 17:00:00,Comfortable,ToU,322,0.724701305884
2012-12-01 18:00:00,Adversity,Std,1508,0.671164218445
2012-12-01 18:00:00,Adversity,ToU,296,0.705818639187
2012-12-01 18:00:00,Affluent,Std,1692,1.13860933309
2012-12-01 18:00:00,Affluent,ToU,486,1.02087701685
2012-12-01 18:00:00,Comfortable,Std,1174,0.873591265525
2012-12-01 18:00:00,Comfortable,ToU,322,0.795178717276
2012-12-01 19:00:00,Adversity,Std,1508,0.661477330995
2012-12-01 19:00:00,Adversity,ToU,296,0.666513732133
2012-12-01 19:00:00,Affluent,Std,1692,1.19893870834
2012-12-01 19:00:00,Affluent,ToU,486,1.09324140603
2012-12-01 19:00:00,Comfortable,Std,1174,0.879987267407
2012-12-01 19:00:00,Comfortable,ToU,322,0.715393363803
2012-12-01 20:00:00,Adversity,Std,1508,0.652078786781
2012-12-01 20:00:00,Adversity,ToU,296,0.610158741697
2012-12-01 20:00:00,Affluent,Std,1692,1.1422560021
2012-12-01 20:00:00,Affluent,ToU,486,1.06130234532
2012-12-01 20:00:00,Comfortable,Std,1174,0.849181190822
2012-12-01 20:00:00,Comfortable,ToU,322,0.677311770894
2012-12-01 21:00:00,Adversity,Std,1508,0.606230055491
2012-12-01 21:00:00,Adversity,ToU,296,0.585286182275
2012-12-01 21:00:00,Affluent,Std,1692,1.03093969439
2012-12-01 21:00:00,Affluent,ToU,486,1.08570583552
2012-12-01 21:00:00,Comfortable,Std,1174,0.792218738686
2012-12-01 21:00:00,Comfortable,ToU,322,0.620183059145
2012-12-01 22:00:00,Adversity,Std,1508,0.568303179563
2012-12-01 22:00:00,Adversity,ToU,296,0.542540141372
2012-12-01 22:00:00,Affluent,Std,1692,0.975027383514
2012-12-01 22:00:00,Affluent,ToU,486,0.918873803376
2012-12-01 22:00:00,Comfortable,Std,1174,0.732496713337
2012-12-01 22:00:00,Comfortable,ToU,322,0.574657626396
2012-12-01 23:00:00,Adversity,Std,1508,0.506700355359
2012-12-01 23:00:00,Adversity,ToU,296,0.46743722431
2012-12-01 23:00:00,Affluent,Std,1692,0.835569625716
2012-12-01 23:00:00,Affluent,ToU,486,0.805992228198
2012-12-01 23:00:00,Comfortable,Std,1174,0.636200413827
2012-12-01 23:00:00,Comfortable,ToU,322,0.566742878024
2012-12-02 00:00:00,Adversity,Std,1508,0.412709147318
2012-12-02 00:00:00,Adversity,ToU,296,0.409547241576
2012-12-02 00:00:00,Affluent,Std,1691,0.62196999619
2012-12-02 00:00:00,Affluent,ToU,486,0.7305528897
2012-12-02 00:00:00,Comfortable,Std,1173,0.512422610058
2012-12-02 00:00:00,Comfortable,ToU,322,0.469995231071
2012-12-02 01:00:00,Adversity,Std,1507,0.462815802604
2012-12-02 01:00:00,Adversity,ToU,296,0.319022837943
2012-12-02 01:00:00,Affluent,Std,1692,0.512129464893
2012-12-02 01:00:00,Affluent,ToU,486,0.489611439146
2012-12-02 01:00:00,Comfortable,Std,1174,0.525885512043
2012-12-02 01:00:00,Comfortable,ToU,322,0.355573198745
2012-12-02 02:00:00,Adversity,Std,1507,0.364352646546
2012-12-02 02:00:00,Adversity,ToU,296,0.231271607268
2012-12-02 02:00:00,Affluent,Std,1692,0.423427593143
2012-12-02 02:00:00,Affluent,ToU,486,0.402745627237
2012-12-02 02:00:00,Comfortable,Std,1174,0.414339307453
2012-12-02 02:00:00,Comfortable,ToU,322,0.279618778656
2012-12-02 03:00:00,Adversity,Std,1507,0.302938113095
2012-12-02 03:00:00,Adversity,ToU,296,0.198473432043
2012-12-02 03:00:00,Affluent,Std,1692,0.375506073998
2012-12-02 03:00:00,Affluent,ToU,486,0.363134130413
2012-12-02 03:00:00,Comfortable,Std,1174,0.332721742499
2012-12-02 03:00:00,Comfortable,ToU,322,0.269812666704
2012-12-02 04:00:00,Adversity,Std,1507,0.264480305251
2012-12-02 04:00:00,Adversity,ToU,296,0.192611969109
2012-12-02 04:00:00,Affluent,Std,1692,0.35946568402
2012-12-02 04:00:00,Affluent,ToU,486,0.328893786673
2012-12-02 04:00:00,Comfortable,Std,1174,0.298675610883
2012-12-02 04:00:00,Comfortable,ToU,322,0.240694510166
2012-12-02 05:00:00,Adversity,Std,1507,0.248504663583
2012-12-02 05:00:00,Adversity,ToU,296,0.17743787014
2012-12-02 05:00:00,Affluent,Std,1692,0.351364455988
2012-12-02 05:00:00,Affluent,ToU,486,0.328722923834
2012-12-02 05:00:00,Comfortable,Std,1174,0.297300911651
2012-12-02 05:00:00,Comfortable,ToU,322,0.239481827937
2012-12-02 06:00:00,Adversity,Std,1507,0.264388537622
2012-12-02 06:00:00,Adversity,ToU,296,0.183517895918
2012-12-02 06:00:00,Affluent,Std,1692,0.373621790653
2012-12-02 06:00:00,Affluent,ToU,486,0.347320554515
2012-12-02 06:00:00,Comfortable,Std,1174,0.3105310826
2012-12-02 06:00:00,Comfortable,ToU,322,0.265548921463
2012-12-02 07:00:00,Adversity,Std,1507,0.304545134456
2012-12-02 07:00:00,Adversity,ToU,296,0.20884971717
2012-12-02 07:00:00,Affluent,Std,1692,0.443828276515
2012-12-02 07:00:00,Affluent,ToU,486,0.424168139175
2012-12-02 07:00:00,Comfortable,Std,1174,0.35927147416
2012-12-02 07:00:00,Comfortable,ToU,322,0.281965744145
2012-12-02 08:00:00,Adversity,Std,1507,0.32598923307
2012-12-02 08:00:00,Adversity,ToU,296,0.324604479734
2012-12-02 08:00:00,Affluent,Std,1692,0.554533715039
2012-12-02 08:00:00,Affluent,ToU,486,0.524794219591
2012-12-02 08:00:00,Comfortable,Std,1174,0.454565119126
2012-12-02 08:00:00,Comfortable,ToU,322,0.366484862508
2012-12-02 09:00:00,Adversity,Std,1507,0.426218781634
2012-12-02 09:00:00,Adversity,ToU,296,0.471893041004
2012-12-02 09:00:00,Affluent,Std,1692,0.746094181263
2012-12-02 09:00:00,Affluent,ToU,486,0.764558008101
2012-12-02 09:00:00,Comfortable,Std,1174,0.555174861133
2012-12-02 09:00:00,Comfortable,ToU,322,0.507979858278
2012-12-02 10:00:00,Adversity,Std,1506,0.505773532519
2012-12-02 10:00:00,Adversity,ToU,296,0.521394159724
2012-12-02 10:00:00,Affluent,Std,1692,0.82404421103
2012-12-02 10:00:00,Affluent,ToU,486,0.970178538669
2012-12-02 10:00:00,Comfortable,Std,1174,0.649219057886
2012-12-02 10:00:00,Comfortable,ToU,322,0.517245464121
2012-12-02 11:00:00,Adversity,Std,1507,0.51854285542
2012-12-02 11:00:00,Adversity,ToU,296,0.542418767421
2012-12-02 11:00:00,Affluent,Std,1692,0.840804343816
2012-12-02 11:00:00,Affluent,ToU,486,0.793886235431
2012-12-02 11:00:00,Comfortable,Std,1174,0.647101686523
2012-12-02 11:00:00,Comfortable,ToU,322,0.548588398239
2012-12-02 12:00:00,Adversity,Std,1507,0.512878773751
2012-12-02 12:00:00,Adversity,ToU,296,0.569605853268
2012-12-02 12:00:00,Affluent,Std,1692,0.846416672756
2012-12-02 12:00:00,Affluent,ToU,486,0.708964227558
2012-12-02 12:00:00,Comfortable,Std,1174,0.657283026422
2012-12-02 12:00:00,Comfortable,ToU,322,0.565701753694
2012-12-02 13:00:00,Adversity,Std,1507,0.556654905386
2012-12-02 13:00:00,Adversity,ToU,296,0.521800876671
2012-12-02 13:00:00,Affluent,Std,1692,0.830950082208
2012-12-02 13:00:00,Affluent,ToU,486,0.874283353055
2012-12-02 13:00:00,Comfortable,Std,1174,0.671034856714
2012-12-02 13:00:00,Comfortable,ToU,322,0.640308038582
2012-12-02 14:00:00,Adversity,Std,1507,0.544627824641
2012-12-02 14:00:00,Adversity,ToU,296,0.569225563115
2012-12-02 14:00:00,Affluent,Std,1692,0.801306747027
2012-12-02 14:00:00,Affluent,ToU,486,0.761237202386
2012-12-02 14:00:00,Comfortable,Std,1174,0.633137568378
2012-12-02 14:00:00,Comfortable,ToU,322,0.602806096555
2012-12-02 15:00:00,Adversity,Std,1507,0.528503151331
2012-12-02 15:00:00,Adversity,ToU,296,0.506743442794
2012-12-02 15:00:00,Affluent,Std,1692,0.81615034102
2012-12-02 15:00:00,Affluent,ToU,486,0.749920512739
2012-12-02 15:00:00,Comfortable,Std,1174,0.660890027875
2012-12-02 15:00:00,Comfortable,ToU,322,0.621478461617
2012-12-02 16:00:00,Adversity,Std,1507,0.579914059323
2012-12-02 16:00:00,Adversity,ToU,296,0.636832181687
2012-12-02 16:00:00,Affluent,Std,1692,0.887864232204
2012-12-02 16:00:00,Affluent,ToU,486,0.834712224478
2012-12-02 16:00:00,Comfortable,Std,1174,0.701446838991
2012-12-02 16:00:00,Comfortable,ToU,322,0.636919848559
2012-12-02 17:00:00,Adversity,Std,1507,0.689486308525
2012-12-02 17:00:00,Adversity,ToU,296,0.732307431713
2012-12-02 17:00:00,Affluent,Std,1692,1.07907345148
2012-12-02 17:00:00,Affluent,ToU,486,1.02885853841
