,Datetime,Dew_Point_F,Temperature_F,Wind_Speed_MPH
0,2014-12-01 00:50:00,44.6,48.2,8.1
1,2014-12-01 01:50:00,42.8,48.2,10.4
2,2014-12-01 02:50:00,42.8,46.4,8.1
3,2014-12-01 03:50:00,41.0,46.4,6.9
4,2014-12-01 04:50:00,41.0,46.4,8.1
5,2014-12-01 05:50:00,41.0,46.4,9.2
6,2014-12-01 06:50:00,39.2,46.4,9.2
7,2014-12-01 07:50:00,39.2,44.6,6.9
8,2014-12-01 08:50:00,39.2,44.6,9.2
9,2014-12-01 09:50:00,39.2,46.4,9.2
10,2014-12-01 10:50:00,39.2,44.6,6.9
11,2014-12-01 11:50:00,39.2,46.4,6.9
12,2014-12-01 12:50:00,39.2,44.6,6.9
13,2014-12-01 13:50:00,39.2,44.6,5.8
14,2014-12-01 14:50:00,39.2,44.6,4.6
15,2014-12-01 15:50:00,39.2,44.6,8.1
16,2014-12-01 16:50:00,39.2,44.6,6.9
17,2014-12-01 17:50:00,39.2,44.6,5.8
18,2014-12-01 18:50:00,39.2,44.6,5.8
19,2014-12-01 19:50:00,39.2,44.6,4.6
20,2014-12-01 20:50:00,39.2,42.8,4.6
21,2014-12-01 21:50:00,39.2,42.8,4.6
22,2014-12-01 22:50:00,39.2,42.8,4.6
23,2014-12-01 23:50:00,39.2,42.8,3.5
24,2014-12-02 00:50:00,39.2,44.6,6.9
25,2014-12-02 01:50:00,39.2,44.6,5.8
26,2014-12-02 02:50:00,39.2,44.6,5.8
27,2014-12-02 03:50:00,39.2,42.8,3.5
28,2014-12-02 04:50:00,39.2,44.6,4.6
29,2014-12-02 05:50:00,41.0,44.6,3.5
30,2014-12-02 06:50:00,41.0,42.8,3.5
31,2014-12-02 07:50:00,42.8,44.6,3.5
32,2014-12-02 08:50:00,44.6,44.6,5.8
33,2014-12-02 09:50:00,42.8,46.4,9.2
34,2014-12-02 10:50:00,41.0,46.4,11.5
35,2014-12-02 11:50:00,42.8,44.6,11.5
36,2014-12-02 12:50:00,41.0,46.4,12.7
37,2014-12-02 13:50:00,41.0,46.4,12.7
38,2014-12-02 14:50:00,39.2,46.4,12.7
39,2014-12-02 15:50:00,39.2,46.4,12.7
40,2014-12-02 16:50:00,39.2,46.4,12.7
41,2014-12-02 17:50:00,39.2,44.6,12.7
