DateTime,Acorn_grouped,stdorToU,LCLid,KWH/h (per hour)
2011-12-26 17:00:00,Comfortable,ToU,17,1.16055
2011-12-26 18:00:00,Adversity,Std,100,0.745029742589
2011-12-26 18:00:00,Adversity,ToU,15,1.09606944444
2011-12-26 18:00:00,Affluent,Std,129,1.23974487179
2011-12-26 18:00:00,Affluent,ToU,22,0.998907144643
2011-12-26 18:00:00,Comfortable,Std,90,0.785355098158
2011-12-26 18:00:00,Comfortable,ToU,17,0.9487125
2011-12-26 19:00:00,Adversity,Std,100,0.784458758504
2011-12-26 19:00:00,Adversity,ToU,15,1.342675
2011-12-26 19:00:00,Affluent,Std,129,1.30358974468
2011-12-26 19:00:00,Affluent,ToU,22,1.33206786
2011-12-26 19:00:00,Comfortable,Std,90,0.945603962704
2011-12-26 19:00:00,Comfortable,ToU,17,1.0471
2011-12-26 20:00:00,Adversity,Std,100,0.877954932976
2011-12-26 20:00:00,Adversity,ToU,15,0.992311113333
2011-12-26 20:00:00,Affluent,Std,129,1.41851218301
2011-12-26 20:00:00,Affluent,ToU,22,1.24397857643
2011-12-26 20:00:00,Comfortable,Std,90,0.826768512044
2011-12-26 20:00:00,Comfortable,ToU,17,0.9057375
2011-12-26 21:00:00,Adversity,Std,100,0.774564335446
2011-12-26 21:00:00,Adversity,ToU,15,1.25570555333
2011-12-26 21:00:00,Affluent,Std,129,1.5711205016
2011-12-26 21:00:00,Affluent,ToU,22,1.130675
2011-12-26 21:00:00,Comfortable,Std,90,0.774833304196
2011-12-26 21:00:00,Comfortable,ToU,17,0.864
2011-12-26 22:00:00,Adversity,Std,100,0.830771346223
2011-12-26 22:00:00,Adversity,ToU,15,1.07004166333
2011-12-26 22:00:00,Affluent,Std,129,1.23524295372
2011-12-26 22:00:00,Affluent,ToU,22,1.69626785714
2011-12-26 22:00:00,Comfortable,Std,90,0.746425166021
2011-12-26 22:00:00,Comfortable,ToU,17,0.8255125
2011-12-26 23:00:00,Adversity,Std,100,0.70639536493
2011-12-26 23:00:00,Adversity,ToU,15,0.993830540278
2011-12-26 23:00:00,Affluent,Std,129,1.19314295244
2011-12-26 23:00:00,Affluent,ToU,22,1.33766428571
2011-12-26 23:00:00,Comfortable,Std,90,0.668768210955
2011-12-26 23:00:00,Comfortable,ToU,17,0.608225
2011-12-27 00:00:00,Adversity,Std,100,0.61142740627
2011-12-27 00:00:00,Adversity,ToU,15,0.685136122222
2011-12-27 00:00:00,Affluent,Std,129,1.00050128244
2011-12-27 00:00:00,Affluent,ToU,22,1.01673214286
2011-12-27 00:00:00,Comfortable,Std,90,0.513460868298
2011-12-27 00:00:00,Comfortable,ToU,17,0.631975
2011-12-27 01:00:00,Adversity,Std,100,0.538486013391
2011-12-27 01:00:00,Adversity,ToU,15,0.585177777778
2011-12-27 01:00:00,Affluent,Std,129,0.796724997115
2011-12-27 01:00:00,Affluent,ToU,22,0.886514285714
2011-12-27 01:00:00,Comfortable,Std,90,0.437135285548
2011-12-27 01:00:00,Comfortable,ToU,17,0.626775
2011-12-27 02:00:00,Adversity,Std,100,0.385624574329
2011-12-27 02:00:00,Adversity,ToU,15,0.480361116667
2011-12-27 02:00:00,Affluent,Std,129,0.610001281859
2011-12-27 02:00:00,Affluent,ToU,22,0.535471428571
2011-12-27 02:00:00,Comfortable,Std,90,0.379622435898
2011-12-27 02:00:00,Comfortable,ToU,17,0.4778625
2011-12-27 03:00:00,Adversity,Std,100,0.344316437666
2011-12-27 03:00:00,Adversity,ToU,15,0.40419445
2011-12-27 03:00:00,Affluent,Std,129,0.556240384423
2011-12-27 03:00:00,Affluent,ToU,22,0.338992857143
2011-12-27 03:00:00,Comfortable,Std,90,0.306303078866
2011-12-27 03:00:00,Comfortable,ToU,17,0.3118375
2011-12-27 04:00:00,Adversity,Std,100,0.30726405299
2011-12-27 04:00:00,Adversity,ToU,15,0.568477777778
2011-12-27 04:00:00,Affluent,Std,129,0.474828846154
2011-12-27 04:00:00,Affluent,ToU,22,0.347275
2011-12-27 04:00:00,Comfortable,Std,90,0.288363247863
2011-12-27 04:00:00,Comfortable,ToU,17,0.27355
2011-12-27 05:00:00,Adversity,Std,100,0.344409909202
2011-12-27 05:00:00,Adversity,ToU,15,0.604552777778
2011-12-27 05:00:00,Affluent,Std,129,0.490328205128
2011-12-27 05:00:00,Affluent,ToU,22,0.332207142857
2011-12-27 05:00:00,Comfortable,Std,90,0.285780953768
2011-12-27 05:00:00,Comfortable,ToU,17,0.2688625
2011-12-27 06:00:00,Adversity,Std,100,0.415531283566
2011-12-27 06:00:00,Adversity,ToU,15,0.591458333334
2011-12-27 06:00:00,Affluent,Std,129,0.493116666667
2011-12-27 06:00:00,Affluent,ToU,22,0.397171428571
2011-12-27 06:00:00,Comfortable,Std,90,0.283337645688
2011-12-27 06:00:00,Comfortable,ToU,17,0.250625
2011-12-27 07:00:00,Adversity,Std,100,0.446234067311
2011-12-27 07:00:00,Adversity,ToU,15,0.641669444444
2011-12-27 07:00:00,Affluent,Std,129,0.519484615192
2011-12-27 07:00:00,Affluent,ToU,22,0.452782142857
2011-12-27 07:00:00,Comfortable,Std,90,0.354919094794
2011-12-27 07:00:00,Comfortable,ToU,17,0.300925
2011-12-27 08:00:00,Adversity,Std,100,0.594106919083
2011-12-27 08:00:00,Adversity,ToU,15,0.736672222222
2011-12-27 08:00:00,Affluent,Std,129,0.592543589744
2011-12-27 08:00:00,Affluent,ToU,22,0.574517857143
2011-12-27 08:00:00,Comfortable,Std,90,0.411241171329
2011-12-27 08:00:00,Comfortable,ToU,17,0.4437125
2011-12-27 09:00:00,Adversity,Std,100,0.653576619229
2011-12-27 09:00:00,Adversity,ToU,15,0.807005555556
2011-12-27 09:00:00,Affluent,Std,129,0.656132692308
2011-12-27 09:00:00,Affluent,ToU,22,0.625439285715
2011-12-27 09:00:00,Comfortable,Std,90,0.514003195416
2011-12-27 09:00:00,Comfortable,ToU,17,0.6438875
2011-12-27 10:00:00,Adversity,Std,100,0.700514140713
2011-12-27 10:00:00,Adversity,ToU,15,0.69775
2011-12-27 10:00:00,Affluent,Std,129,0.849708333334
2011-12-27 10:00:00,Affluent,ToU,22,0.858564285714
2011-12-27 10:00:00,Comfortable,Std,90,0.585990549728
2011-12-27 10:00:00,Comfortable,ToU,17,0.7345
2011-12-27 11:00:00,Adversity,Std,100,0.890488762737
2011-12-27 11:00:00,Adversity,ToU,15,0.761941666667
2011-12-27 11:00:00,Affluent,Std,129,0.961937169295
2011-12-27 11:00:00,Affluent,ToU,22,1.25764285714
2011-12-27 11:00:00,Comfortable,Std,90,0.646106808469
2011-12-27 11:00:00,Comfortable,ToU,17,0.60550000625
2011-12-27 12:00:00,Adversity,Std,100,0.785002524179
2011-12-27 12:00:00,Adversity,ToU,15,0.830844444445
2011-12-27 12:00:00,Affluent,Std,129,1.28159487051
2011-12-27 12:00:00,Affluent,ToU,22,1.28540716786
2011-12-27 12:00:00,Comfortable,Std,90,0.811663723776
2011-12-27 12:00:00,Comfortable,ToU,17,0.636275
2011-12-27 13:00:00,Adversity,Std,100,0.75496046122
2011-12-27 13:00:00,Adversity,ToU,15,0.757558333333
2011-12-27 13:00:00,Affluent,Std,129,1.00443333372
2011-12-27 13:00:00,Affluent,ToU,22,1.11545714286
2011-12-27 13:00:00,Comfortable,Std,90,0.712615937669
2011-12-27 13:00:00,Comfortable,ToU,17,0.661
2011-12-27 14:00:00,Adversity,Std,100,0.821266513608
2011-12-27 14:00:00,Adversity,ToU,15,0.918752777778
2011-12-27 14:00:00,Affluent,Std,129,0.985185901859
2011-12-27 14:00:00,Affluent,ToU,22,1.19235357143
2011-12-27 14:00:00,Comfortable,Std,90,0.67835236014
2011-12-27 14:00:00,Comfortable,ToU,17,0.9972125
2011-12-27 15:00:00,Adversity,Std,100,0.814911924705
2011-12-27 15:00:00,Adversity,ToU,15,1.04370832222
2011-12-27 15:00:00,Affluent,Std,129,1.16226602692
2011-12-27 15:00:00,Affluent,ToU,22,0.951642857143
2011-12-27 15:00:00,Comfortable,Std,90,0.672306779332
2011-12-27 15:00:00,Comfortable,ToU,17,0.9112125
2011-12-27 16:00:00,Adversity,Std,100,0.784734380594
2011-12-27 16:00:00,Adversity,ToU,15,0.983208333333
2011-12-27 16:00:00,Affluent,Std,129,1.09708397141
2011-12-27 16:00:00,Affluent,ToU,22,1.3453107125
2011-12-27 16:00:00,Comfortable,Std,90,0.688098294444
2011-12-27 16:00:00,Comfortable,ToU,17,1.0093125
2011-12-27 17:00:00,Adversity,Std,100,0.986907322037
2011-12-27 17:00:00,Adversity,ToU,15,1.37901945
2011-12-27 17:00:00,Affluent,Std,129,1.25787371442
2011-12-27 17:00:00,Affluent,ToU,22,1.08487856964
2011-12-27 17:00:00,Comfortable,Std,90,0.907757263034
2011-12-27 17:00:00,Comfortable,ToU,17,1.191175
2011-12-27 18:00:00,Adversity,Std,100,0.955306568976
2011-12-27 18:00:00,Adversity,ToU,15,1.16736666111
2011-12-27 18:00:00,Affluent,Std,129,1.24721153846
2011-12-27 18:00:00,Affluent,ToU,22,1.32188214286
2011-12-27 18:00:00,Comfortable,Std,90,0.872843972218
2011-12-27 18:00:00,Comfortable,ToU,17,1.1808125
2011-12-27 19:00:00,Adversity,Std,100,0.754301199427
2011-12-27 19:00:00,Adversity,ToU,15,0.971355555556
2011-12-27 19:00:00,Affluent,Std,129,1.38194295622
2011-12-27 19:00:00,Affluent,ToU,22,1.38261786893
2011-12-27 19:00:00,Comfortable,Std,90,1.09339865922
2011-12-27 19:00:00,Comfortable,ToU,17,1.5151625125
2011-12-27 20:00:00,Adversity,Std,100,0.796505482456
2011-12-27 20:00:00,Adversity,ToU,15,0.910375
2011-12-27 20:00:00,Affluent,Std,129,1.4873615516
2011-12-27 20:00:00,Affluent,ToU,22,1.28075714286
2011-12-27 20:00:00,Comfortable,Std,90,0.905946959984
2011-12-27 20:00:00,Comfortable,ToU,17,1.263999995
2011-12-27 21:00:00,Adversity,Std,100,0.818601681758
2011-12-27 21:00:00,Adversity,ToU,15,0.922783333334
2011-12-27 21:00:00,Affluent,Std,129,1.29339998686
2011-12-27 21:00:00,Affluent,ToU,22,1.30211786071
2011-12-27 21:00:00,Comfortable,Std,90,0.852175224297
2011-12-27 21:00:00,Comfortable,ToU,17,1.0609875
2011-12-27 22:00:00,Adversity,Std,100,0.756501991586
2011-12-27 22:00:00,Adversity,ToU,15,0.976347238889
2011-12-27 22:00:00,Affluent,Std,129,1.21586858994
2011-12-27 22:00:00,Affluent,ToU,22,1.14138571607
2011-12-27 22:00:00,Comfortable,Std,90,0.823552564557
2011-12-27 22:00:00,Comfortable,ToU,17,1.3805
2011-12-27 23:00:00,Adversity,Std,100,0.650142006803
2011-12-27 23:00:00,Adversity,ToU,15,0.863008333333
2011-12-27 23:00:00,Affluent,Std,129,1.01230256282
2011-12-27 23:00:00,Affluent,ToU,22,0.939475
2011-12-27 23:00:00,Comfortable,Std,90,0.683120279721
2011-12-27 23:00:00,Comfortable,ToU,17,0.7535625
2011-12-28 00:00:00,Adversity,Std,100,0.518955222879
2011-12-28 00:00:00,Adversity,ToU,15,0.606308333333
2011-12-28 00:00:00,Affluent,Std,129,1.00560832545
2011-12-28 00:00:00,Affluent,ToU,22,0.862225
2011-12-28 00:00:00,Comfortable,Std,90,0.569963229347
2011-12-28 00:00:00,Comfortable,ToU,17,0.6723125
2011-12-28 01:00:00,Adversity,Std,100,0.497796992732
2011-12-28 01:00:00,Adversity,ToU,15,0.663161111111
2011-12-28 01:00:00,Affluent,Std,129,0.827812820128
2011-12-28 01:00:00,Affluent,ToU,22,0.715771428572
2011-12-28 01:00:00,Comfortable,Std,90,0.458085207848
2011-12-28 01:00:00,Comfortable,ToU,17,0.413225
2011-12-28 02:00:00,Adversity,Std,100,0.398562276978
2011-12-28 02:00:00,Adversity,ToU,15,0.622380555556
2011-12-28 02:00:00,Affluent,Std,129,0.671971153846
2011-12-28 02:00:00,Affluent,ToU,22,0.393346428571
2011-12-28 02:00:00,Comfortable,Std,90,0.366590510878
2011-12-28 02:00:00,Comfortable,ToU,17,0.346
2011-12-28 03:00:00,Adversity,Std,100,0.357412817257
2011-12-28 03:00:00,Adversity,ToU,15,0.5318361
2011-12-28 03:00:00,Affluent,Std,129,0.505855769231
2011-12-28 03:00:00,Affluent,ToU,22,0.372889285714
2011-12-28 03:00:00,Comfortable,Std,90,0.349152350427
2011-12-28 03:00:00,Comfortable,ToU,17,0.28115
2011-12-28 04:00:00,Adversity,Std,100,0.300409349266
2011-12-28 04:00:00,Adversity,ToU,15,0.597419444444
2011-12-28 04:00:00,Affluent,Std,129,0.469325640641
2011-12-28 04:00:00,Affluent,ToU,22,0.322314285714
2011-12-28 04:00:00,Comfortable,Std,90,0.285413743201
2011-12-28 04:00:00,Comfortable,ToU,17,0.2679125
2011-12-28 05:00:00,Adversity,Std,100,0.298847565342
2011-12-28 05:00:00,Adversity,ToU,15,0.930058333333
2011-12-28 05:00:00,Affluent,Std,129,0.437777564679
2011-12-28 05:00:00,Affluent,ToU,22,0.333321428571
2011-12-28 05:00:00,Comfortable,Std,90,0.28749264763
2011-12-28 05:00:00,Comfortable,ToU,17,0.2370375
2011-12-28 06:00:00,Adversity,Std,100,0.312696584712
2011-12-28 06:00:00,Adversity,ToU,15,0.572836111111
2011-12-28 06:00:00,Affluent,Std,129,0.442035897244
2011-12-28 06:00:00,Affluent,ToU,22,0.464878571429
2011-12-28 06:00:00,Comfortable,Std,90,0.361512140183
2011-12-28 06:00:00,Comfortable,ToU,17,0.260075
2011-12-28 07:00:00,Adversity,Std,100,0.418299319728
2011-12-28 07:00:00,Adversity,ToU,15,0.635277777778
2011-12-28 07:00:00,Affluent,Std,129,0.503189102564
2011-12-28 07:00:00,Affluent,ToU,22,0.497467857143
2011-12-28 07:00:00,Comfortable,Std,90,0.41605173763
2011-12-28 07:00:00,Comfortable,ToU,17,0.42326249375
2011-12-28 08:00:00,Adversity,Std,100,0.511730912102
2011-12-28 08:00:00,Adversity,ToU,15,0.622786111111
2011-12-28 08:00:00,Affluent,Std,129,0.613112820898
2011-12-28 08:00:00,Affluent,ToU,22,0.517667857143
2011-12-28 08:00:00,Comfortable,Std,90,0.548976764844
2011-12-28 08:00:00,Comfortable,ToU,17,0.448375
2011-12-28 09:00:00,Adversity,Std,101,0.564723070483
2011-12-28 09:00:00,Adversity,ToU,15,0.711294444444
2011-12-28 09:00:00,Affluent,Std,129,0.649268589936
2011-12-28 09:00:00,Affluent,ToU,22,0.513735714286
2011-12-28 09:00:00,Comfortable,Std,90,0.558593773372
2011-12-28 09:00:00,Comfortable,ToU,17,0.82955
2011-12-28 10:00:00,Adversity,Std,103,0.670602226372
2011-12-28 10:00:00,Adversity,ToU,15,0.699105555556
2011-12-28 10:00:00,Affluent,Std,129,0.734986538462
2011-12-28 10:00:00,Affluent,ToU,22,0.809171428571
2011-12-28 10:00:00,Comfortable,Std,90,0.562319599845
2011-12-28 10:00:00,Comfortable,ToU,17,0.6174
2011-12-28 11:00:00,Adversity,Std,103,0.559209363406
2011-12-28 11:00:00,Adversity,ToU,15,0.769625
2011-12-28 11:00:00,Affluent,Std,131,0.767927652819
2011-12-28 11:00:00,Affluent,ToU,22,0.737671437143
2011-12-28 11:00:00,Comfortable,Std,91,0.676217032074
2011-12-28 11:00:00,Comfortable,ToU,17,0.5535
2011-12-28 12:00:00,Adversity,Std,103,0.810440467605
2011-12-28 12:00:00,Adversity,ToU,15,0.820858333333
2011-12-28 12:00:00,Affluent,Std,132,0.875965259797
2011-12-28 12:00:00,Affluent,ToU,22,0.871414285714
2011-12-28 12:00:00,Comfortable,Std,92,0.63756092555
2011-12-28 12:00:00,Comfortable,ToU,17,0.5341
2011-12-28 13:00:00,Adversity,Std,104,0.730645073741
2011-12-28 13:00:00,Adversity,ToU,15,0.833361111111
2011-12-28 13:00:00,Affluent,Std,132,1.11048863966
2011-12-28 13:00:00,Affluent,ToU,22,0.854082152857
2011-12-28 13:00:00,Comfortable,Std,92,0.599341204701
2011-12-28 13:00:00,Comfortable,ToU,17,0.5737625
2011-12-28 14:00:00,Adversity,Std,104,0.662849579832
2011-12-28 14:00:00,Adversity,ToU,15,0.758102777778
2011-12-28 14:00:00,Affluent,Std,132,1.2115848129
2011-12-28 14:00:00,Affluent,ToU,22,0.955710724286
2011-12-28 14:00:00,Comfortable,Std,92,0.615440480207
2011-12-28 14:00:00,Comfortable,ToU,17,1.257637525
2011-12-28 15:00:00,Adversity,Std,104,0.694168025768
2011-12-28 15:00:00,Adversity,ToU,15,0.809272216667
2011-12-28 15:00:00,Affluent,Std,132,0.93237149014
2011-12-28 15:00:00,Affluent,ToU,22,0.721239282143
2011-12-28 15:00:00,Comfortable,Std,92,0.637221435875
2011-12-28 15:00:00,Comfortable,ToU,17,0.5554625
2011-12-28 16:00:00,Adversity,Std,104,0.718314005126
2011-12-28 16:00:00,Adversity,ToU,15,0.982016655556
2011-12-28 16:00:00,Affluent,Std,132,1.18303340474
2011-12-28 16:00:00,Affluent,ToU,22,1.07802857679
2011-12-28 16:00:00,Comfortable,Std,92,0.680451248313
2011-12-28 16:00:00,Comfortable,ToU,17,0.6077874975
2011-12-28 17:00:00,Adversity,Std,104,0.862656002401
2011-12-28 17:00:00,Adversity,ToU,15,0.891108333333
2011-12-28 17:00:00,Affluent,Std,132,1.22512967188
2011-12-28 17:00:00,Affluent,ToU,22,1.39544285714
2011-12-28 17:00:00,Comfortable,Std,92,0.855502389789
2011-12-28 17:00:00,Comfortable,ToU,17,0.8706125
2011-12-28 18:00:00,Adversity,Std,104,0.820906083385
2011-12-28 18:00:00,Adversity,ToU,15,1.17811664333
2011-12-28 18:00:00,Affluent,Std,132,1.65375764305
2011-12-28 18:00:00,Affluent,ToU,22,1.20980714286
2011-12-28 18:00:00,Comfortable,Std,92,1.03417420542
2011-12-28 18:00:00,Comfortable,ToU,17,1.04645
2011-12-28 19:00:00,Adversity,Std,104,0.881268769314
2011-12-28 19:00:00,Adversity,ToU,15,1.21967499444
2011-12-28 19:00:00,Affluent,Std,132,1.5692272569
2011-12-28 19:00:00,Affluent,ToU,22,1.82925
2011-12-28 19:00:00,Comfortable,Std,92,1.02515722363
2011-12-28 19:00:00,Comfortable,ToU,17,1.035375
2011-12-28 20:00:00,Adversity,Std,104,0.869973186545
2011-12-28 20:00:00,Adversity,ToU,15,1.35826388889
2011-12-28 20:00:00,Affluent,Std,132,1.44473294503
2011-12-28 20:00:00,Affluent,ToU,22,1.42927499
2011-12-28 20:00:00,Comfortable,Std,92,0.948337325686
2011-12-28 20:00:00,Comfortable,ToU,17,1.19565
2011-12-28 21:00:00,Adversity,Std,104,0.893292336935
2011-12-28 21:00:00,Adversity,ToU,15,1.14626111111
2011-12-28 21:00:00,Affluent,Std,132,1.35985086114
2011-12-28 21:00:00,Affluent,ToU,22,1.43977142857
2011-12-28 21:00:00,Comfortable,Std,92,0.908253599617
2011-12-28 21:00:00,Comfortable,ToU,17,1.250025
2011-12-28 22:00:00,Adversity,Std,104,0.792434972911
2011-12-28 22:00:00,Adversity,ToU,15,1.10476111667
2011-12-28 22:00:00,Affluent,Std,132,1.33245413329
2011-12-28 22:00:00,Affluent,ToU,22,1.23808927571
2011-12-28 22:00:00,Comfortable,Std,92,0.829765097841
2011-12-28 22:00:00,Comfortable,ToU,17,0.8938
2011-12-28 23:00:00,Adversity,Std,104,0.79625916319
2011-12-28 23:00:00,Adversity,ToU,15,1.11240000556
2011-12-28 23:00:00,Affluent,Std,132,1.22469828698
2011-12-28 23:00:00,Affluent,ToU,22,1.15769642857
2011-12-28 23:00:00,Comfortable,Std,91,0.735347641895
2011-12-28 23:00:00,Comfortable,ToU,16,0.882988368056
2011-12-29 00:00:00,Adversity,Std,104,0.601420431417
2011-12-29 00:00:00,Adversity,ToU,15,0.892961111111
2011-12-29 00:00:00,Affluent,Std,132,1.07340171044
2011-12-29 00:00:00,Affluent,ToU,22,0.916407142857
2011-12-29 00:00:00,Comfortable,Std,92,0.584284553531
2011-12-29 00:00:00,Comfortable,ToU,17,1.0847875
2011-12-29 01:00:00,Adversity,Std,103,0.512829583665
2011-12-29 01:00:00,Adversity,ToU,15,0.841647233333
2011-12-29 01:00:00,Affluent,Std,132,0.842159579439
2011-12-29 01:00:00,Affluent,ToU,22,0.774471428571
2011-12-29 01:00:00,Comfortable,Std,92,0.474042877008
2011-12-29 01:00:00,Comfortable,ToU,17,0.5004
2011-12-29 02:00:00,Adversity,Std,103,0.435368175803
2011-12-29 02:00:00,Adversity,ToU,15,0.735741666667
2011-12-29 02:00:00,Affluent,Std,132,0.675899768941
2011-12-29 02:00:00,Affluent,ToU,22,1.01603214286
2011-12-29 02:00:00,Comfortable,Std,92,0.398685194557
2011-12-29 02:00:00,Comfortable,ToU,17,0.5268
2011-12-29 03:00:00,Adversity,Std,103,0.34220534404
2011-12-29 03:00:00,Adversity,ToU,15,0.659261111111
2011-12-29 03:00:00,Affluent,Std,132,0.479696728785
2011-12-29 03:00:00,Affluent,ToU,22,0.732875
2011-12-29 03:00:00,Comfortable,Std,92,0.308589434323
2011-12-29 03:00:00,Comfortable,ToU,17,0.4740375
2011-12-29 04:00:00,Adversity,Std,103,0.31684319136
2011-12-29 04:00:00,Adversity,ToU,15,0.597141666667
2011-12-29 04:00:00,Affluent,Std,132,0.512415031526
2011-12-29 04:00:00,Affluent,ToU,22,0.496246428572
2011-12-29 04:00:00,Comfortable,Std,92,0.286206590193
2011-12-29 04:00:00,Comfortable,ToU,17,0.30065
2011-12-29 05:00:00,Adversity,Std,103,0.311481317967
2011-12-29 05:00:00,Adversity,ToU,15,0.568202777778
2011-12-29 05:00:00,Affluent,Std,132,0.447277647788
2011-12-29 05:00:00,Affluent,ToU,22,0.356442857143
2011-12-29 05:00:00,Comfortable,Std,92,0.285144989879
2011-12-29 05:00:00,Comfortable,ToU,17,0.2558
2011-12-29 06:00:00,Adversity,Std,103,0.331372700087
2011-12-29 06:00:00,Adversity,ToU,15,0.607030555556
2011-12-29 06:00:00,Affluent,Std,132,0.429904439627
2011-12-29 06:00:00,Affluent,ToU,22,0.393210714286
2011-12-29 06:00:00,Comfortable,Std,92,0.332429262258
2011-12-29 06:00:00,Comfortable,ToU,17,0.4031625
2011-12-29 07:00:00,Adversity,Std,103,0.465076610406
2011-12-29 07:00:00,Adversity,ToU,15,0.5728
2011-12-29 07:00:00,Affluent,Std,132,0.536216043614
2011-12-29 07:00:00,Affluent,ToU,22,0.464064285714
2011-12-29 07:00:00,Comfortable,Std,92,0.465891783434
2011-12-29 07:00:00,Comfortable,ToU,17,0.5574125
2011-12-29 08:00:00,Adversity,Std,103,0.514519250636
2011-12-29 08:00:00,Adversity,ToU,15,0.668155555556
2011-12-29 08:00:00,Affluent,Std,132,0.672000156324
2011-12-29 08:00:00,Affluent,ToU,22,0.640457142857
2011-12-29 08:00:00,Comfortable,Std,92,0.509751912709
2011-12-29 08:00:00,Comfortable,ToU,17,0.4151125
2011-12-29 09:00:00,Adversity,Std,103,0.631312269381
2011-12-29 09:00:00,Adversity,ToU,15,0.802927777778
2011-12-29 09:00:00,Affluent,Std,133,0.630643004458
2011-12-29 09:00:00,Affluent,ToU,22,0.781828571429
2011-12-29 09:00:00,Comfortable,Std,93,0.580918367991
2011-12-29 09:00:00,Comfortable,ToU,17,0.4134625
2011-12-29 10:00:00,Adversity,Std,103,0.703000291124
2011-12-29 10:00:00,Adversity,ToU,15,0.726966666667
2011-12-29 10:00:00,Affluent,Std,134,0.871667979238
2011-12-29 10:00:00,Affluent,ToU,22,0.670775
2011-12-29 10:00:00,Comfortable,Std,93,0.65890893015
2011-12-29 10:00:00,Comfortable,ToU,17,0.50625
2011-12-29 11:00:00,Adversity,Std,104,0.716756595604
2011-12-29 11:00:00,Adversity,ToU,15,0.8143
2011-12-29 11:00:00,Affluent,Std,135,0.89278805974
2011-12-29 11:00:00,Affluent,ToU,22,0.632247027972
2011-12-29 11:00:00,Comfortable,Std,93,0.851798459584
2011-12-29 11:00:00,Comfortable,ToU,17,0.506575
2011-12-29 12:00:00,Adversity,Std,104,0.65205030525
2011-12-29 12:00:00,Adversity,ToU,15,1.25025833889
2011-12-29 12:00:00,Affluent,Std,136,1.35502090909
2011-12-29 12:00:00,Affluent,ToU,22,0.953814282143
2011-12-29 12:00:00,Comfortable,Std,94,0.73076509027
2011-12-29 12:00:00,Comfortable,ToU,17,0.5978875
2011-12-29 13:00:00,Adversity,Std,104,0.674872302609
2011-12-29 13:00:00,Adversity,ToU,15,1.03784722222
2011-12-29 13:00:00,Affluent,Std,137,1.15248112279
2011-12-29 13:00:00,Affluent,ToU,23,0.68855
2011-12-29 13:00:00,Comfortable,Std,94,0.614997366331
2011-12-29 13:00:00,Comfortable,ToU,17,0.5122375
2011-12-29 14:00:00,Adversity,Std,105,1.05833582878
2011-12-29 14:00:00,Adversity,ToU,15,1.01586388889
2011-12-29 14:00:00,Affluent,Std,138,1.06137309142
2011-12-29 14:00:00,Affluent,ToU,24,0.872271875
2011-12-29 14:00:00,Comfortable,Std,94,0.60758052905
2011-12-29 14:00:00,Comfortable,ToU,17,0.619375
2011-12-29 15:00:00,Adversity,Std,105,0.809681406372
2011-12-29 15:00:00,Adversity,ToU,15,0.967536111111
2011-12-29 15:00:00,Affluent,Std,141,1.05600392968
2011-12-29 15:00:00,Affluent,ToU,24,1.025046875
2011-12-29 15:00:00,Comfortable,Std,94,0.66364114712
2011-12-29 15:00:00,Comfortable,ToU,17,0.53445
2011-12-29 16:00:00,Adversity,Std,105,1.19946904
2011-12-29 16:00:00,Adversity,ToU,15,1.07249445556
2011-12-29 16:00:00,Affluent,Std,141,1.05220072499
2011-12-29 16:00:00,Affluent,ToU,24,0.924346875
2011-12-29 16:00:00,Comfortable,Std,94,0.734978517953
2011-12-29 16:00:00,Comfortable,ToU,17,0.5570875
2011-12-29 17:00:00,Adversity,Std,105,0.973197165057
2011-12-29 17:00:00,Adversity,ToU,15,1.64428333333
2011-12-29 17:00:00,Affluent,Std,141,1.24989290004
2011-12-29 17:00:00,Affluent,ToU,24,1.16923437813
2011-12-29 17:00:00,Comfortable,Std,94,0.660697625889
2011-12-29 17:00:00,Comfortable,ToU,17,0.7384
2011-12-29 18:00:00,Adversity,Std,105,0.984891386633
2011-12-29 18:00:00,Adversity,ToU,15,1.42658055556
2011-12-29 18:00:00,Affluent,Std,141,1.62078978577
2011-12-29 18:00:00,Affluent,ToU,24,1.46653125
2011-12-29 18:00:00,Comfortable,Std,94,0.916186305459
2011-12-29 18:00:00,Comfortable,ToU,17,0.65425
2011-12-29 19:00:00,Adversity,Std,105,1.00750861972
2011-12-29 19:00:00,Adversity,ToU,15,1.10177221556
2011-12-29 19:00:00,Affluent,Std,141,1.32865166278
2011-12-29 19:00:00,Affluent,ToU,24,1.49664374844
2011-12-29 19:00:00,Comfortable,Std,94,0.986673883922
2011-12-29 19:00:00,Comfortable,ToU,17,0.84457500625
2011-12-29 20:00:00,Adversity,Std,105,0.774261904286
2011-12-29 20:00:00,Adversity,ToU,15,1.07754444444
2011-12-29 20:00:00,Affluent,Std,141,1.53001471817
2011-12-29 20:00:00,Affluent,ToU,24,1.38025312813
2011-12-29 20:00:00,Comfortable,Std,94,1.24375102449
2011-12-29 20:00:00,Comfortable,ToU,17,1.0268375
2011-12-29 21:00:00,Adversity,Std,105,0.794583332086
2011-12-29 21:00:00,Adversity,ToU,15,1.119275
2011-12-29 21:00:00,Affluent,Std,141,1.46154862301
2011-12-29 21:00:00,Affluent,ToU,24,1.263675
2011-12-29 21:00:00,Comfortable,Std,94,0.860983886658
2011-12-29 21:00:00,Comfortable,ToU,17,0.903
