,LCLid,stdorToU,DateTime,KWH/hh (per half hour) ,Acorn,Acorn_grouped
10783,MAC000147,ToU,2012-02-01 00:00:00.0000000, 0.115 ,ACORN-F,Comfortable
10784,MAC000147,ToU,2012-02-01 00:30:00.0000000, 0.036 ,ACORN-F,Comfortable
10785,MAC000147,ToU,2012-02-01 01:00:00.0000000, 0.051 ,ACORN-F,Comfortable
10786,MAC000147,ToU,2012-02-01 01:30:00.0000000, 0.053 ,ACORN-F,Comfortable
10787,MAC000147,ToU,2012-02-01 02:00:00.0000000, 0.054 ,ACORN-F,Comfortable
10788,MAC000147,ToU,2012-02-01 02:30:00.0000000, 0.047 ,ACORN-F,Comfortable
10789,MAC000147,ToU,2012-02-01 03:00:00.0000000, 0.04 ,ACORN-F,Comfortable
10790,MAC000147,ToU,2012-02-01 03:30:00.0000000, 0.048 ,ACORN-F,Comfortable
10791,MAC000147,ToU,2012-02-01 04:00:00.0000000, 0.055 ,ACORN-F,Comfortable
10792,MAC000147,ToU,2012-02-01 04:30:00.0000000, 0.05 ,ACORN-F,Comfortable
10793,MAC000147,ToU,2012-02-01 05:00:00.0000000, 0.036 ,ACORN-F,Comfortable
10794,MAC000147,ToU,2012-02-01 05:30:00.0000000, 0.049 ,ACORN-F,Comfortable
10795,MAC000147,ToU,2012-02-01 06:00:00.0000000, 0.046 ,ACORN-F,Comfortable
10796,MAC000147,ToU,2012-02-01 06:30:00.0000000, 0.059 ,ACORN-F,Comfortable
10797,MAC000147,ToU,2012-02-01 07:00:00.0000000, 0.042 ,ACORN-F,Comfortable
10798,MAC000147,ToU,2012-02-01 07:30:00.0000000, 0.195 ,ACORN-F,Comfortable
10799,MAC000147,ToU,2012-02-01 08:00:00.0000000, 0.141 ,ACORN-F,Comfortable
10800,MAC000147,ToU,2012-02-01 08:30:00.0000000, 0.154 ,ACORN-F,Comfortable
10801,MAC000147,ToU,2012-02-01 09:00:00.0000000, 0.094 ,ACORN-F,Comfortable
10802,MAC000147,ToU,2012-02-01 09:30:00.0000000, 0.098 ,ACORN-F,Comfortable
10803,MAC000147,ToU,2012-02-01 10:00:00.0000000, 0.085 ,ACORN-F,Comfortable
10804,MAC000147,ToU,2012-02-01 10:30:00.0000000, 0.148 ,ACORN-F,Comfortable
10805,MAC000147,ToU,2012-02-01 11:00:00.0000000, 0.981 ,ACORN-F,Comfortable
10806,MAC000147,ToU,2012-02-01 11:30:00.0000000, 0.386 ,ACORN-F,Comfortable
10807,MAC000147,ToU,2012-02-01 12:00:00.0000000, 0.217 ,ACORN-F,Comfortable
10808,MAC000147,ToU,2012-02-01 12:30:00.0000000, 0.196 ,ACORN-F,Comfortable
10809,MAC000147,ToU,2012-02-01 13:00:00.0000000, 0.153 ,ACORN-F,Comfortable
10810,MAC000147,ToU,2012-02-01 13:30:00.0000000, 0.176 ,ACORN-F,Comfortable
10811,MAC000147,ToU,2012-02-01 14:00:00.0000000, 0.108 ,ACORN-F,Comfortable
10812,MAC000147,ToU,2012-02-01 14:30:00.0000000, 0.124 ,ACORN-F,Comfortable
10813,MAC000147,ToU,2012-02-01 15:00:00.0000000, 0.035 ,ACORN-F,Comfortable
10814,MAC000147,ToU,2012-02-01 15:30:00.0000000, 0.2 ,ACORN-F,Comfortable
10815,MAC000147,ToU,2012-02-01 16:00:00.0000000, 0.244 ,ACORN-F,Comfortable
10816,MAC000147,ToU,2012-02-01 16:30:00.0000000, 0.214 ,ACORN-F,Comfortable
10817,MAC000147,ToU,2012-02-01 17:00:00.0000000, 0.176 ,ACORN-F,Comfortable
10818,MAC000147,ToU,2012-02-01 17:30:00.0000000, 0.191 ,ACORN-F,Comfortable
10819,MAC000147,ToU,2012-02-01 18:00:00.0000000, 0.18 ,ACORN-F,Comfortable
10820,MAC000147,ToU,2012-02-01 18:30:00.0000000, 0.28 ,ACORN-F,Comfortable
10821,MAC000147,ToU,2012-02-01 19:00:00.0000000, 0.174 ,ACORN-F,Comfortable
10822,MAC000147,ToU,2012-02-01 19:30:00.0000000, 0.159 ,ACORN-F,Comfortable
10823,MAC000147,ToU,2012-02-01 20:00:00.0000000, 0.194 ,ACORN-F,Comfortable
10824,MAC000147,ToU,2012-02-01 20:30:00.0000000, 0.285 ,ACORN-F,Comfortable
10825,MAC000147,ToU,2012-02-01 21:00:00.0000000, 0.402 ,ACORN-F,Comfortable
10826,MAC000147,ToU,2012-02-01 21:30:00.0000000, 0.286 ,ACORN-F,Comfortable
10827,MAC000147,ToU,2012-02-01 22:00:00.0000000, 0.261 ,ACORN-F,Comfortable
10828,MAC000147,ToU,2012-02-01 22:30:00.0000000, 0.269 ,ACORN-F,Comfortable
10829,MAC000147,ToU,2012-02-01 23:00:00.0000000, 0.291 ,ACORN-F,Comfortable
10830,MAC000147,ToU,2012-02-01 23:30:00.0000000, 0.181 ,ACORN-F,Comfortable
10831,MAC000147,ToU,2012-02-02 00:00:00.0000000, 0.226 ,ACORN-F,Comfortable
10832,MAC000147,ToU,2012-02-02 00:30:00.0000000, 0.118 ,ACORN-F,Comfortable
10833,MAC000147,ToU,2012-02-02 01:00:00.0000000, 0.046 ,ACORN-F,Comfortable
10834,MAC000147,ToU,2012-02-02 01:30:00.0000000, 0.058 ,ACORN-F,Comfortable
10835,MAC000147,ToU,2012-02-02 02:00:00.0000000, 0.045 ,ACORN-F,Comfortable
10836,MAC000147,ToU,2012-02-02 02:30:00.0000000, 0.041 ,ACORN-F,Comfortable
10837,MAC000147,ToU,2012-02-02 03:00:00.0000000, 0.052 ,ACORN-F,Comfortable
10838,MAC000147,ToU,2012-02-02 03:30:00.0000000, 0.05 ,ACORN-F,Comfortable
10839,MAC000147,ToU,2012-02-02 04:00:00.0000000, 0.06 ,ACORN-F,Comfortable
10840,MAC000147,ToU,2012-02-02 04:30:00.0000000, 0.024 ,ACORN-F,Comfortable
10841,MAC000147,ToU,2012-02-02 05:00:00.0000000, 0.058 ,ACORN-F,Comfortable
10842,MAC000147,ToU,2012-02-02 05:30:00.0000000, 0.055 ,ACORN-F,Comfortable
10843,MAC000147,ToU,2012-02-02 06:00:00.0000000, 0.038 ,ACORN-F,Comfortable
10844,MAC000147,ToU,2012-02-02 06:30:00.0000000, 0.049 ,ACORN-F,Comfortable
10845,MAC000147,ToU,2012-02-02 07:00:00.0000000, 0.035 ,ACORN-F,Comfortable
10846,MAC000147,ToU,2012-02-02 07:30:00.0000000, 0.123 ,ACORN-F,Comfortable
10847,MAC000147,ToU,2012-02-02 08:00:00.0000000, 0.326 ,ACORN-F,Comfortable
10848,MAC000147,ToU,2012-02-02 08:30:00.0000000, 0.19 ,ACORN-F,Comfortable
10849,MAC000147,ToU,2012-02-02 09:00:00.0000000, 0.181 ,ACORN-F,Comfortable
10850,MAC000147,ToU,2012-02-02 09:30:00.0000000, 0.21 ,ACORN-F,Comfortable
10851,MAC000147,ToU,2012-02-02 10:00:00.0000000, 0.2 ,ACORN-F,Comfortable
10852,MAC000147,ToU,2012-02-02 10:30:00.0000000, 0.106 ,ACORN-F,Comfortable
10853,MAC000147,ToU,2012-02-02 11:00:00.0000000, 0.133 ,ACORN-F,Comfortable
10854,MAC000147,ToU,2012-02-02 11:30:00.0000000, 0.057 ,ACORN-F,Comfortable
10855,MAC000147,ToU,2012-02-02 12:00:00.0000000, 0.646 ,ACORN-F,Comfortable
10856,MAC000147,ToU,2012-02-02 12:30:00.0000000, 0.213 ,ACORN-F,Comfortable
10857,MAC000147,ToU,2012-02-02 13:00:00.0000000, 0.131 ,ACORN-F,Comfortable
10858,MAC000147,ToU,2012-02-02 13:30:00.0000000, 0.166 ,ACORN-F,Comfortable
10859,MAC000147,ToU,2012-02-02 14:00:00.0000000, 0.124 ,ACORN-F,Comfortable
10860,MAC000147,ToU,2012-02-02 14:30:00.0000000, 0.21 ,ACORN-F,Comfortable
10861,MAC000147,ToU,2012-02-02 15:00:00.0000000, 0.144 ,ACORN-F,Comfortable
10862,MAC000147,ToU,2012-02-02 15:30:00.0000000, 0.316 ,ACORN-F,Comfortable
10863,MAC000147,ToU,2012-02-02 16:00:00.0000000, 0.66 ,ACORN-F,Comfortable
10864,MAC000147,ToU,2012-02-02 16:30:00.0000000, 0.46 ,ACORN-F,Comfortable
10865,MAC000147,ToU,2012-02-02 17:00:00.0000000, 0.275 ,ACORN-F,Comfortable
10866,MAC000147,ToU,2012-02-02 17:30:00.0000000, 0.179 ,ACORN-F,Comfortable
10867,MAC000147,ToU,2012-02-02 18:00:00.0000000, 0.196 ,ACORN-F,Comfortable
10868,MAC000147,ToU,2012-02-02 18:30:00.0000000, 0.199 ,ACORN-F,Comfortable
10869,MAC000147,ToU,2012-02-02 19:00:00.0000000, 0.17 ,ACORN-F,Comfortable
10870,MAC000147,ToU,2012-02-02 19:30:00.0000000, 0.162 ,ACORN-F,Comfortable
10871,MAC000147,ToU,2012-02-02 20:00:00.0000000, 0.156 ,ACORN-F,Comfortable
10872,MAC000147,ToU,2012-02-02 20:30:00.0000000, 0.153 ,ACORN-F,Comfortable
10873,MAC000147,ToU,2012-02-02 21:00:00.0000000, 0.174 ,ACORN-F,Comfortable
10874,MAC000147,ToU,2012-02-02 21:30:00.0000000, 0.139 ,ACORN-F,Comfortable
10875,MAC000147,ToU,2012-02-02 22:00:00.0000000, 0.166 ,ACORN-F,Comfortable
10876,MAC000147,ToU,2012-02-02 22:30:00.0000000, 0.15 ,ACORN-F,Comfortable
10877,MAC000147,ToU,2012-02-02 23:00:00.0000000, 0.189 ,ACORN-F,Comfortable
10878,MAC000147,ToU,2012-02-02 23:30:00.0000000, 0.135 ,ACORN-F,Comfortable
10879,MAC000147,ToU,2012-02-03 00:00:00.0000000, 0.151 ,ACORN-F,Comfortable
10880,MAC000147,ToU,2012-02-03 00:30:00.0000000, 0.084 ,ACORN-F,Comfortable
10881,MAC000147,ToU,2012-02-03 01:00:00.0000000, 0.035 ,ACORN-F,Comfortable
10882,MAC000147,ToU,2012-02-03 01:30:00.0000000, 0.046 ,ACORN-F,Comfortable
10883,MAC000147,ToU,2012-02-03 02:00:00.0000000, 0.052 ,ACORN-F,Comfortable
10884,MAC000147,ToU,2012-02-03 02:30:00.0000000, 0.043 ,ACORN-F,Comfortable
10885,MAC000147,ToU,2012-02-03 03:00:00.0000000, 0.056 ,ACORN-F,Comfortable
10886,MAC000147,ToU,2012-02-03 03:30:00.0000000, 0.017 ,ACORN-F,Comfortable
10887,MAC000147,ToU,2012-02-03 04:00:00.0000000, 0.092 ,ACORN-F,Comfortable
10888,MAC000147,ToU,2012-02-03 04:30:00.0000000, 0.095 ,ACORN-F,Comfortable
10889,MAC000147,ToU,2012-02-03 05:00:00.0000000, 0.061 ,ACORN-F,Comfortable
10890,MAC000147,ToU,2012-02-03 05:30:00.0000000, 0.051 ,ACORN-F,Comfortable
10891,MAC000147,ToU,2012-02-03 06:00:00.0000000, 0.059 ,ACORN-F,Comfortable
10892,MAC000147,ToU,2012-02-03 06:30:00.0000000, 0.041 ,ACORN-F,Comfortable
10893,MAC000147,ToU,2012-02-03 07:00:00.0000000, 0.04 ,ACORN-F,Comfortable
10894,MAC000147,ToU,2012-02-03 07:30:00.0000000, 0.046 ,ACORN-F,Comfortable
10895,MAC000147,ToU,2012-02-03 08:00:00.0000000, 0.034 ,ACORN-F,Comfortable
10896,MAC000147,ToU,2012-02-03 08:30:00.0000000, 0.279 ,ACORN-F,Comfortable
10897,MAC000147,ToU,2012-02-03 09:00:00.0000000, 0.092 ,ACORN-F,Comfortable
10898,MAC000147,ToU,2012-02-03 09:30:00.0000000, 0.115 ,ACORN-F,Comfortable
10899,MAC000147,ToU,2012-02-03 10:00:00.0000000, 0.082 ,ACORN-F,Comfortable
10900,MAC000147,ToU,2012-02-03 10:30:00.0000000, 0.081 ,ACORN-F,Comfortable
10901,MAC000147,ToU,2012-02-03 11:00:00.0000000, 0.164 ,ACORN-F,Comfortable
10902,MAC000147,ToU,2012-02-03 11:30:00.0000000, 0.171 ,ACORN-F,Comfortable
10903,MAC000147,ToU,2012-02-03 12:00:00.0000000, 0.879 ,ACORN-F,Comfortable
10904,MAC000147,ToU,2012-02-03 12:30:00.0000000, 0.341 ,ACORN-F,Comfortable
10905,MAC000147,ToU,2012-02-03 13:00:00.0000000, 0.174 ,ACORN-F,Comfortable
10906,MAC000147,ToU,2012-02-03 13:30:00.0000000, 0.134 ,ACORN-F,Comfortable
10907,MAC000147,ToU,2012-02-03 14:00:00.0000000, 0.079 ,ACORN-F,Comfortable
10908,MAC000147,ToU,2012-02-03 14:30:00.0000000, 0.074 ,ACORN-F,Comfortable
10909,MAC000147,ToU,2012-02-03 15:00:00.0000000, 0.433 ,ACORN-F,Comfortable
10910,MAC000147,ToU,2012-02-03 15:30:00.0000000, 0.222 ,ACORN-F,Comfortable
10911,MAC000147,ToU,2012-02-03 16:00:00.0000000, 0.228 ,ACORN-F,Comfortable
10912,MAC000147,ToU,2012-02-03 16:30:00.0000000, 0.277 ,ACORN-F,Comfortable
10913,MAC000147,ToU,2012-02-03 17:00:00.0000000, 0.203 ,ACORN-F,Comfortable
10914,MAC000147,ToU,2012-02-03 17:30:00.0000000, 0.192 ,ACORN-F,Comfortable
10915,MAC000147,ToU,2012-02-03 18:00:00.0000000, 0.224 ,ACORN-F,Comfortable
10916,MAC000147,ToU,2012-02-03 18:30:00.0000000, 0.197 ,ACORN-F,Comfortable
10917,MAC000147,ToU,2012-02-03 19:00:00.0000000, 0.245 ,ACORN-F,Comfortable
10918,MAC000147,ToU,2012-02-03 19:30:00.0000000, 0.195 ,ACORN-F,Comfortable
10919,MAC000147,ToU,2012-02-03 20:00:00.0000000, 0.203 ,ACORN-F,Comfortable
10920,MAC000147,ToU,2012-02-03 20:30:00.0000000, 0.281 ,ACORN-F,Comfortable
10921,MAC000147,ToU,2012-02-03 21:00:00.0000000, 0.251 ,ACORN-F,Comfortable
10922,MAC000147,ToU,2012-02-03 21:30:00.0000000, 0.235 ,ACORN-F,Comfortable
10923,MAC000147,ToU,2012-02-03 22:00:00.0000000, 0.225 ,ACORN-F,Comfortable
10924,MAC000147,ToU,2012-02-03 22:30:00.0000000, 0.239 ,ACORN-F,Comfortable
10925,MAC000147,ToU,2012-02-03 23:00:00.0000000, 0.151 ,ACORN-F,Comfortable
10926,MAC000147,ToU,2012-02-03 23:30:00.0000000, 0.129 ,ACORN-F,Comfortable
10927,MAC000147,ToU,2012-02-04 00:00:00.0000000, 0.06 ,ACORN-F,Comfortable
10928,MAC000147,ToU,2012-02-04 00:30:00.0000000, 0.044 ,ACORN-F,Comfortable
10929,MAC000147,ToU,2012-02-04 01:00:00.0000000, 0.061 ,ACORN-F,Comfortable
10930,MAC000147,ToU,2012-02-04 01:30:00.0000000, 0.024 ,ACORN-F,Comfortable
10931,MAC000147,ToU,2012-02-04 02:00:00.0000000, 0.069 ,ACORN-F,Comfortable
10932,MAC000147,ToU,2012-02-04 02:30:00.0000000, 0.034 ,ACORN-F,Comfortable
10933,MAC000147,ToU,2012-02-04 03:00:00.0000000, 0.066 ,ACORN-F,Comfortable
10934,MAC000147,ToU,2012-02-04 03:30:00.0000000, 0.025 ,ACORN-F,Comfortable
10935,MAC000147,ToU,2012-02-04 04:00:00.0000000, 0.056 ,ACORN-F,Comfortable
10936,MAC000147,ToU,2012-02-04 04:30:00.0000000, 0.09 ,ACORN-F,Comfortable
10937,MAC000147,ToU,2012-02-04 05:00:00.0000000, 0.091 ,ACORN-F,Comfortable
10938,MAC000147,ToU,2012-02-04 05:30:00.0000000, 0.13 ,ACORN-F,Comfortable
10939,MAC000147,ToU,2012-02-04 06:00:00.0000000, 0.046 ,ACORN-F,Comfortable
10940,MAC000147,ToU,2012-02-04 06:30:00.0000000, 0.042 ,ACORN-F,Comfortable
10941,MAC000147,ToU,2012-02-04 07:00:00.0000000, 0.139 ,ACORN-F,Comfortable
10942,MAC000147,ToU,2012-02-04 07:30:00.0000000, 0.141 ,ACORN-F,Comfortable
10943,MAC000147,ToU,2012-02-04 08:00:00.0000000, 0.156 ,ACORN-F,Comfortable
10944,MAC000147,ToU,2012-02-04 08:30:00.0000000, 0.184 ,ACORN-F,Comfortable
10945,MAC000147,ToU,2012-02-04 09:00:00.0000000, 0.084 ,ACORN-F,Comfortable
10946,MAC000147,ToU,2012-02-04 09:30:00.0000000, 0.121 ,ACORN-F,Comfortable
10947,MAC000147,ToU,2012-02-04 10:00:00.0000000, 0.084 ,ACORN-F,Comfortable
10948,MAC000147,ToU,2012-02-04 10:30:00.0000000, 0.074 ,ACORN-F,Comfortable
10949,MAC000147,ToU,2012-02-04 11:00:00.0000000, 0.04 ,ACORN-F,Comfortable
10950,MAC000147,ToU,2012-02-04 11:30:00.0000000, 0.085 ,ACORN-F,Comfortable
10951,MAC000147,ToU,2012-02-04 12:00:00.0000000, 0.222 ,ACORN-F,Comfortable
10952,MAC000147,ToU,2012-02-04 12:30:00.0000000, 0.697 ,ACORN-F,Comfortable
10953,MAC000147,ToU,2012-02-04 13:00:00.0000000, 0.588 ,ACORN-F,Comfortable
10954,MAC000147,ToU,2012-02-04 13:30:00.0000000, 0.306 ,ACORN-F,Comfortable
10955,MAC000147,ToU,2012-02-04 14:00:00.0000000, 0.251 ,ACORN-F,Comfortable
10956,MAC000147,ToU,2012-02-04 14:30:00.0000000, 0.209 ,ACORN-F,Comfortable
10957,MAC000147,ToU,2012-02-04 15:00:00.0000000, 0.339 ,ACORN-F,Comfortable
10958,MAC000147,ToU,2012-02-04 15:30:00.0000000, 0.197 ,ACORN-F,Comfortable
10959,MAC000147,ToU,2012-02-04 16:00:00.0000000, 0.141 ,ACORN-F,Comfortable
10960,MAC000147,ToU,2012-02-04 16:30:00.0000000, 0.159 ,ACORN-F,Comfortable
10961,MAC000147,ToU,2012-02-04 17:00:00.0000000, 0.305 ,ACORN-F,Comfortable
10962,MAC000147,ToU,2012-02-04 17:30:00.0000000, 0.183 ,ACORN-F,Comfortable
10963,MAC000147,ToU,2012-02-04 18:00:00.0000000, 0.202 ,ACORN-F,Comfortable
10964,MAC000147,ToU,2012-02-04 18:30:00.0000000, 0.207 ,ACORN-F,Comfortable
10965,MAC000147,ToU,2012-02-04 19:00:00.0000000, 0.266 ,ACORN-F,Comfortable
10966,MAC000147,ToU,2012-02-04 19:30:00.0000000, 0.258 ,ACORN-F,Comfortable
10967,MAC000147,ToU,2012-02-04 20:00:00.0000000, 0.153 ,ACORN-F,Comfortable
10968,MAC000147,ToU,2012-02-04 20:30:00.0000000, 0.158 ,ACORN-F,Comfortable
10969,MAC000147,ToU,2012-02-04 21:00:00.0000000, 0.179 ,ACORN-F,Comfortable
10970,MAC000147,ToU,2012-02-04 21:30:00.0000000, 0.148 ,ACORN-F,Comfortable
10971,MAC000147,ToU,2012-02-04 22:00:00.0000000, 0.16 ,ACORN-F,Comfortable
10972,MAC000147,ToU,2012-02-04 22:30:00.0000000, 0.14 ,ACORN-F,Comfortable
10973,MAC000147,ToU,2012-02-04 23:00:00.0000000, 0.026 ,ACORN-F,Comfortable
10974,MAC000147,ToU,2012-02-04 23:30:00.0000000, 0.064 ,ACORN-F,Comfortable
10975,MAC000147,ToU,2012-02-05 00:00:00.0000000, 0.037 ,ACORN-F,Comfortable
10976,MAC000147,ToU,2012-02-05 00:30:00.0000000, 0.06 ,ACORN-F,Comfortable
10977,MAC000147,ToU,2012-02-05 01:00:00.0000000, 0.061 ,ACORN-F,Comfortable
10978,MAC000147,ToU,2012-02-05 01:30:00.0000000, 0.032 ,ACORN-F,Comfortable
10979,MAC000147,ToU,2012-02-05 02:00:00.0000000, 0.053 ,ACORN-F,Comfortable
10980,MAC000147,ToU,2012-02-05 02:30:00.0000000, 0.058 ,ACORN-F,Comfortable
10981,MAC000147,ToU,2012-02-05 03:00:00.0000000, 0.041 ,ACORN-F,Comfortable
10982,MAC000147,ToU,2012-02-05 03:30:00.0000000, 0.054 ,ACORN-F,Comfortable
10983,MAC000147,ToU,2012-02-05 04:00:00.0000000, 0.035 ,ACORN-F,Comfortable
10984,MAC000147,ToU,2012-02-05 04:30:00.0000000, 0.058 ,ACORN-F,Comfortable
10985,MAC000147,ToU,2012-02-05 05:00:00.0000000, 0.054 ,ACORN-F,Comfortable
10986,MAC000147,ToU,2012-02-05 05:30:00.0000000, 0.047 ,ACORN-F,Comfortable
10987,MAC000147,ToU,2012-02-05 06:00:00.0000000, 0.035 ,ACORN-F,Comfortable
10988,MAC000147,ToU,2012-02-05 06:30:00.0000000, 0.066 ,ACORN-F,Comfortable
10989,MAC000147,ToU,2012-02-05 07:00:00.0000000, 0.036 ,ACORN-F,Comfortable
10990,MAC000147,ToU,2012-02-05 07:30:00.0000000, 0.067 ,ACORN-F,Comfortable
10991,MAC000147,ToU,2012-02-05 08:00:00.0000000, 0.18 ,ACORN-F,Comfortable
10992,MAC000147,ToU,2012-02-05 08:30:00.0000000, 0.377 ,ACORN-F,Comfortable
10993,MAC000147,ToU,2012-02-05 09:00:00.0000000, 0.266 ,ACORN-F,Comfortable
10994,MAC000147,ToU,2012-02-05 09:30:00.0000000, 0.163 ,ACORN-F,Comfortable
10995,MAC000147,ToU,2012-02-05 10:00:00.0000000, 0.228 ,ACORN-F,Comfortable
10996,MAC000147,ToU,2012-02-05 10:30:00.0000000, 0.06 ,ACORN-F,Comfortable
10997,MAC000147,ToU,2012-02-05 11:00:00.0000000, 0.598 ,ACORN-F,Comfortable
10998,MAC000147,ToU,2012-02-05 11:30:00.0000000, 0.617 ,ACORN-F,Comfortable
10999,MAC000147,ToU,2012-02-05 12:00:00.0000000, 0.711 ,ACORN-F,Comfortable
11000,MAC000147,ToU,2012-02-05 12:30:00.0000000, 0.361 ,ACORN-F,Comfortable
11001,MAC000147,ToU,2012-02-05 13:00:00.0000000, 0.197 ,ACORN-F,Comfortable
11002,MAC000147,ToU,2012-02-05 13:30:00.0000000, 0.557 ,ACORN-F,Comfortable
11003,MAC000147,ToU,2012-02-05 14:00:00.0000000, 0.576 ,ACORN-F,Comfortable
11004,MAC000147,ToU,2012-02-05 14:30:00.0000000, 0.468 ,ACORN-F,Comfortable
11005,MAC000147,ToU,2012-02-05 15:00:00.0000000, 0.15 ,ACORN-F,Comfortable
11006,MAC000147,ToU,2012-02-05 15:30:00.0000000, 0.185 ,ACORN-F,Comfortable
11007,MAC000147,ToU,2012-02-05 16:00:00.0000000, 0.189 ,ACORN-F,Comfortable
11008,MAC000147,ToU,2012-02-05 16:30:00.0000000, 0.185 ,ACORN-F,Comfortable
11009,MAC000147,ToU,2012-02-05 17:00:00.0000000, 0.174 ,ACORN-F,Comfortable
11010,MAC000147,ToU,2012-02-05 17:30:00.0000000, 0.188 ,ACORN-F,Comfortable
11011,MAC000147,ToU,2012-02-05 18:00:00.0000000, 0.184 ,ACORN-F,Comfortable
11012,MAC000147,ToU,2012-02-05 18:30:00.0000000, 0.224 ,ACORN-F,Comfortable
11013,MAC000147,ToU,2012-02-05 19:00:00.0000000, 0.189 ,ACORN-F,Comfortable
11014,MAC000147,ToU,2012-02-05 19:30:00.0000000, 0.181 ,ACORN-F,Comfortable
11015,MAC000147,ToU,2012-02-05 20:00:00.0000000, 0.171 ,ACORN-F,Comfortable
11016,MAC000147,ToU,2012-02-05 20:30:00.0000000, 0.163 ,ACORN-F,Comfortable
11017,MAC000147,ToU,2012-02-05 21:00:00.0000000, 0.158 ,ACORN-F,Comfortable
11018,MAC000147,ToU,2012-02-05 21:30:00.0000000, 0.175 ,ACORN-F,Comfortable
11019,MAC000147,ToU,2012-02-05 22:00:00.0000000, 0.181 ,ACORN-F,Comfortable
11020,MAC000147,ToU,2012-02-05 22:30:00.0000000, 0.211 ,ACORN-F,Comfortable
11021,MAC000147,ToU,2012-02-05 23:00:00.0000000, 0.048 ,ACORN-F,Comfortable
11022,MAC000147,ToU,2012-02-05 23:30:00.0000000, 0.055 ,ACORN-F,Comfortable
11023,MAC000147,ToU,2012-02-06 00:00:00.0000000, 0.027 ,ACORN-F,Comfortable
11024,MAC000147,ToU,2012-02-06 00:30:00.0000000, 0.056 ,ACORN-F,Comfortable
11025,MAC000147,ToU,2012-02-06 01:00:00.0000000, 0.055 ,ACORN-F,Comfortable
11026,MAC000147,ToU,2012-02-06 01:30:00.0000000, 0.047 ,ACORN-F,Comfortable
11027,MAC000147,ToU,2012-02-06 02:00:00.0000000, 0.065 ,ACORN-F,Comfortable
11028,MAC000147,ToU,2012-02-06 02:30:00.0000000, 0.016 ,ACORN-F,Comfortable
11029,MAC000147,ToU,2012-02-06 03:00:00.0000000, 0.065 ,ACORN-F,Comfortable
11030,MAC000147,ToU,2012-02-06 03:30:00.0000000, 0.049 ,ACORN-F,Comfortable
11031,MAC000147,ToU,2012-02-06 04:00:00.0000000, 0.05 ,ACORN-F,Comfortable
11032,MAC000147,ToU,2012-02-06 04:30:00.0000000, 0.052 ,ACORN-F,Comfortable
11033,MAC000147,ToU,2012-02-06 05:00:00.0000000, 0.044 ,ACORN-F,Comfortable
11034,MAC000147,ToU,2012-02-06 05:30:00.0000000, 0.036 ,ACORN-F,Comfortable
11035,MAC000147,ToU,2012-02-06 06:00:00.0000000, 0.077 ,ACORN-F,Comfortable
11036,MAC000147,ToU,2012-02-06 06:30:00.0000000, 0.034 ,ACORN-F,Comfortable
11037,MAC000147,ToU,2012-02-06 07:00:00.0000000, 0.066 ,ACORN-F,Comfortable
11038,MAC000147,ToU,2012-02-06 07:30:00.0000000, 0.146 ,ACORN-F,Comfortable
11039,MAC000147,ToU,2012-02-06 08:00:00.0000000, 0.274 ,ACORN-F,Comfortable
11040,MAC000147,ToU,2012-02-06 08:30:00.0000000, 0.202 ,ACORN-F,Comfortable
11041,MAC000147,ToU,2012-02-06 09:00:00.0000000, 0.169 ,ACORN-F,Comfortable
11042,MAC000147,ToU,2012-02-06 09:30:00.0000000, 0.195 ,ACORN-F,Comfortable
11043,MAC000147,ToU,2012-02-06 10:00:00.0000000, 0.208 ,ACORN-F,Comfortable
11044,MAC000147,ToU,2012-02-06 10:30:00.0000000, 0.157 ,ACORN-F,Comfortable
11045,MAC000147,ToU,2012-02-06 11:00:00.0000000, 0.167 ,ACORN-F,Comfortable
11046,MAC000147,ToU,2012-02-06 11:30:00.0000000, 0.131 ,ACORN-F,Comfortable
11047,MAC000147,ToU,2012-02-06 12:00:00.0000000, 0.057 ,ACORN-F,Comfortable
11048,MAC000147,ToU,2012-02-06 12:30:00.0000000, 0.068 ,ACORN-F,Comfortable
11049,MAC000147,ToU,2012-02-06 13:00:00.0000000, 0.182 ,ACORN-F,Comfortable
11050,MAC000147,ToU,2012-02-06 13:30:00.0000000, 0.201 ,ACORN-F,Comfortable
11051,MAC000147,ToU,2012-02-06 14:00:00.0000000, 0.26 ,ACORN-F,Comfortable
11052,MAC000147,ToU,2012-02-06 14:30:00.0000000, 0.181 ,ACORN-F,Comfortable
11053,MAC000147,ToU,2012-02-06 15:00:00.0000000, 0.165 ,ACORN-F,Comfortable
11054,MAC000147,ToU,2012-02-06 15:30:00.0000000, 0.204 ,ACORN-F,Comfortable
11055,MAC000147,ToU,2012-02-06 16:00:00.0000000, 0.208 ,ACORN-F,Comfortable
11056,MAC000147,ToU,2012-02-06 16:30:00.0000000, 0.255 ,ACORN-F,Comfortable
11057,MAC000147,ToU,2012-02-06 17:00:00.0000000, 0.224 ,ACORN-F,Comfortable
11058,MAC000147,ToU,2012-02-06 17:30:00.0000000, 0.18 ,ACORN-F,Comfortable
11059,MAC000147,ToU,2012-02-06 18:00:00.0000000, 0.187 ,ACORN-F,Comfortable
11060,MAC000147,ToU,2012-02-06 18:30:00.0000000, 0.204 ,ACORN-F,Comfortable
11061,MAC000147,ToU,2012-02-06 19:00:00.0000000, 0.448 ,ACORN-F,Comfortable
