,DateTime,Acorn_grouped,stdorToU,N,nrg_cons
400,2012-12-03 18:00:00,Comfortable,Std,1159,0.832463893691
401,2012-12-03 18:00:00,Comfortable,ToU,316,0.751841203341
402,2012-12-03 19:00:00,Adversity,Std,1503,0.71281517921
403,2012-12-03 19:00:00,Adversity,ToU,295,0.714828382584
404,2012-12-03 19:00:00,Affluent,Std,1691,1.18525326415
405,2012-12-03 19:00:00,Affluent,ToU,486,1.06516211341
406,2012-12-03 19:00:00,Comfortable,Std,1173,0.866860948244
407,2012-12-03 19:00:00,Comfortable,ToU,322,0.742809409584
408,2012-12-03 20:00:00,Adversity,Std,1505,0.694365341751
409,2012-12-03 20:00:00,Adversity,ToU,296,0.646853823062
410,2012-12-03 20:00:00,Affluent,Std,1691,1.19294709664
411,2012-12-03 20:00:00,Affluent,ToU,486,1.08429517492
412,2012-12-03 20:00:00,Comfortable,Std,1174,0.859236912884
413,2012-12-03 20:00:00,Comfortable,ToU,322,0.760421798068
414,2012-12-03 21:00:00,Adversity,Std,1507,0.63069149988
