DateTime,Acorn_grouped,N,nrg_cons
2013-01-01 00:00:00,Adversity,1801,0.214884508773
2013-01-01 00:00:00,Affluent,2168,0.284733856135
2013-01-01 00:00:00,Comfortable,1491,0.244850436083
2013-01-01 01:00:00,Adversity,1802,0.387206437348
2013-01-01 01:00:00,Affluent,2168,0.499935424447
2013-01-01 01:00:00,Comfortable,1491,0.426539906036
2013-01-01 02:00:00,Adversity,1802,0.318110987569
2013-01-01 02:00:00,Affluent,2168,0.429294280581
2013-01-01 02:00:00,Comfortable,1491,0.351710261636
2013-01-01 03:00:00,Adversity,1802,0.263512763707
2013-01-01 03:00:00,Affluent,2168,0.367315498063
2013-01-01 03:00:00,Comfortable,1491,0.288224010731
2013-01-01 04:00:00,Adversity,1802,0.231694228468
2013-01-01 04:00:00,Affluent,2168,0.324252767574
2013-01-01 04:00:00,Comfortable,1491,0.25395103937
2013-01-01 05:00:00,Adversity,1802,0.210537180521
2013-01-01 05:00:00,Affluent,2168,0.306965866882
2013-01-01 05:00:00,Comfortable,1491,0.237888665392
2013-01-01 06:00:00,Adversity,1802,0.215759156659
2013-01-01 06:00:00,Affluent,2168,0.301211716144
2013-01-01 06:00:00,Comfortable,1491,0.242683434004
2013-01-01 07:00:00,Adversity,1802,0.225074916815
2013-01-01 07:00:00,Affluent,2168,0.324218173617
2013-01-01 07:00:00,Comfortable,1491,0.275172367404
2013-01-01 08:00:00,Adversity,1801,0.253803442587
2013-01-01 08:00:00,Affluent,2167,0.351724042455
2013-01-01 08:00:00,Comfortable,1491,0.315717639571
2013-01-01 09:00:00,Adversity,1802,0.305995005605
2013-01-01 09:00:00,Affluent,2168,0.411059501384
2013-01-01 09:00:00,Comfortable,1491,0.367634473508
2013-01-01 10:00:00,Adversity,1802,0.361340732575
2013-01-01 10:00:00,Affluent,2168,0.46620018404
2013-01-01 10:00:00,Comfortable,1491,0.427166330785
2013-01-01 11:00:00,Adversity,1802,0.406658712819
2013-01-01 11:00:00,Affluent,2168,0.51371632809
2013-01-01 11:00:00,Comfortable,1491,0.479464118108
2013-01-01 12:00:00,Adversity,1802,0.447118203052
2013-01-01 12:00:00,Affluent,2168,0.554120848478
2013-01-01 12:00:00,Comfortable,1491,0.506881287927
2013-01-01 13:00:00,Adversity,1802,0.479365705272
2013-01-01 13:00:00,Affluent,2168,0.559059502306
2013-01-01 13:00:00,Comfortable,1491,0.523775317975
2013-01-01 14:00:00,Adversity,1802,0.487556049168
2013-01-01 14:00:00,Affluent,2168,0.566348246725
2013-01-01 14:00:00,Comfortable,1491,0.533636486184
2013-01-01 15:00:00,Adversity,1802,0.480572142175
2013-01-01 15:00:00,Affluent,2168,0.573319649354
2013-01-01 15:00:00,Comfortable,1491,0.564839704359
2013-01-01 16:00:00,Adversity,1802,0.49457380727
2013-01-01 16:00:00,Affluent,2168,0.620316420249
2013-01-01 16:00:00,Comfortable,1491,0.599228705567
2013-01-01 17:00:00,Adversity,1802,0.583548834684
2013-01-01 17:00:00,Affluent,2168,0.742125922602
2013-01-01 17:00:00,Comfortable,1491,0.705051643259
2013-01-01 18:00:00,Adversity,1802,0.642218646504
2013-01-01 18:00:00,Affluent,2168,0.855524907887
2013-01-01 18:00:00,Comfortable,1491,0.794663983769
2013-01-01 19:00:00,Adversity,1802,0.628846281853
2013-01-01 19:00:00,Affluent,2168,0.89029704834
2013-01-01 19:00:00,Comfortable,1491,0.802276994635
2013-01-01 20:00:00,Adversity,1802,0.588285239234
2013-01-01 20:00:00,Affluent,2168,0.887468173478
2013-01-01 20:00:00,Comfortable,1491,0.774409120791
2013-01-01 21:00:00,Adversity,1802,0.54922197586
2013-01-01 21:00:00,Affluent,2168,0.81695479714
2013-01-01 21:00:00,Comfortable,1491,0.710108652045
2013-01-01 22:00:00,Adversity,1802,0.525164262264
2013-01-01 22:00:00,Affluent,2168,0.75644003607
2013-01-01 22:00:00,Comfortable,1491,0.675157612609
2013-01-01 23:00:00,Adversity,1802,0.461660377358
2013-01-01 23:00:00,Affluent,2168,0.659188652583
2013-01-01 23:00:00,Comfortable,1491,0.595592219785
2013-01-02 00:00:00,Adversity,1802,0.408274139845
2013-01-02 00:00:00,Affluent,2168,0.540839022464
