,Datetime,Dew_Point_F,Humidity,Temperature_F,Wind_Speed_MPH
0,2011-11-01 01:00:00,51.8,88.0,55.4,6.9
1,2011-11-01 02:00:00,53.6,94.0,55.4,8.1
2,2011-11-01 03:00:00,53.6,88.0,57.2,9.2
3,2011-11-01 04:00:00,53.6,88.0,57.2,9.2
4,2011-11-01 05:00:00,53.6,88.0,57.2,8.1
5,2011-11-01 06:00:00,49.0,74.0,55.0,10.4
6,2011-11-01 07:00:00,48.2,82.0,53.6,
7,2011-11-01 08:00:00,50.0,94.0,51.8,5.8
8,2011-11-01 09:00:00,50.0,88.0,53.6,9.2
9,2011-11-01 10:00:00,50.0,82.0,55.4,8.1
10,2011-11-01 11:00:00,50.0,77.0,57.2,9.2
11,2011-11-01 12:00:00,50.0,82.0,55.4,9.2
12,2011-11-01 13:00:00,48.2,72.0,57.2,8.1
13,2011-11-01 14:00:00,48.2,72.0,57.2,6.9
14,2011-11-01 15:00:00,45.0,49.0,59.0,10.4
15,2011-11-01 16:00:00,46.4,63.0,59.0,6.9
16,2011-11-01 17:00:00,46.4,72.0,55.4,6.9
17,2011-11-01 18:00:00,46.4,77.0,53.6,6.9
18,2011-11-01 19:00:00,46.4,82.0,51.8,5.8
19,2011-11-01 20:00:00,46.4,87.0,50.0,6.9
20,2011-11-01 21:00:00,46.4,87.0,50.0,5.8
21,2011-11-01 22:00:00,44.6,93.0,46.4,4.6
22,2011-11-01 23:00:00,44.6,87.0,48.2,4.6
23,2011-11-02 00:00:00,44.6,93.0,46.4,4.6
24,2011-11-02 01:00:00,44.6,100.0,44.6,4.6
25,2011-11-02 02:00:00,44.6,93.0,46.4,5.8
26,2011-11-02 03:00:00,44.6,93.0,46.4,8.1
27,2011-11-02 04:00:00,44.6,100.0,44.6,6.9
28,2011-11-02 05:00:00,42.8,93.0,44.6,8.1
29,2011-11-02 06:00:00,44.6,93.0,46.4,6.9
30,2011-11-02 07:00:00,44.6,93.0,46.4,6.9
31,2011-11-02 08:00:00,48.2,88.0,51.8,12.7
32,2011-11-02 09:00:00,50.0,88.0,53.6,13.8
33,2011-11-02 10:00:00,51.8,88.0,55.4,13.8
34,2011-11-02 11:00:00,50.0,77.0,57.2,16.1
35,2011-11-02 12:00:00,48.0,61.0,58.0,20.7
36,2011-11-02 13:00:00,48.2,67.0,59.0,16.1
37,2011-11-02 14:00:00,48.2,67.0,59.0,16.1
38,2011-11-02 15:00:00,50.0,72.0,59.0,12.7
39,2011-11-02 16:00:00,50.0,77.0,57.2,11.5
40,2011-11-02 17:00:00,51.8,82.0,57.2,12.7
41,2011-11-02 18:00:00,51.8,82.0,57.2,13.8
42,2011-11-02 19:00:00,53.6,88.0,57.2,12.7
43,2011-11-02 20:00:00,53.6,88.0,57.2,9.2
44,2011-11-02 21:00:00,55.0,85.0,58.0,11.5
45,2011-11-02 22:00:00,53.6,82.0,59.0,9.2
46,2011-11-02 23:00:00,55.4,88.0,59.0,11.5
47,2011-11-03 00:00:00,56.0,87.0,59.0,15.0
48,2011-11-03 01:00:00,55.4,88.0,59.0,11.5
49,2011-11-03 02:00:00,55.4,88.0,59.0,10.4
50,2011-11-03 03:00:00,57.2,94.0,59.0,10.4
51,2011-11-03 04:00:00,55.4,82.0,60.8,12.7
52,2011-11-03 05:00:00,55.4,88.0,59.0,10.4
53,2011-11-03 06:00:00,55.4,88.0,59.0,9.2
54,2011-11-03 07:00:00,55.4,88.0,59.0,9.2
55,2011-11-03 08:00:00,55.4,88.0,59.0,9.2
56,2011-11-03 09:00:00,57.2,94.0,59.0,8.1
57,2011-11-03 10:00:00,57.2,88.0,60.8,9.2
58,2011-11-03 11:00:00,57.2,82.0,62.6,13.8
59,2011-11-03 12:00:00,57.0,79.0,62.0,12.7
60,2011-11-03 13:00:00,55.4,77.0,62.6,16.1
61,2011-11-03 14:00:00,55.4,77.0,62.6,12.7
62,2011-11-03 15:00:00,55.4,77.0,62.6,13.8
63,2011-11-03 16:00:00,55.4,82.0,60.8,10.4
64,2011-11-03 17:00:00,55.4,88.0,59.0,10.4
65,2011-11-03 18:00:00,55.4,94.0,57.2,9.2
66,2011-11-03 19:00:00,53.6,94.0,55.4,5.8
67,2011-11-03 20:00:00,51.8,88.0,55.4,5.8
68,2011-11-03 21:00:00,52.0,92.0,54.0,5.8
69,2011-11-03 22:00:00,51.8,88.0,55.4,4.6
70,2011-11-03 23:00:00,51.8,94.0,53.6,5.8
71,2011-11-04 00:00:00,54.0,96.0,55.0,5.8
72,2011-11-04 01:00:00,53.6,94.0,55.4,4.6
73,2011-11-04 02:00:00,55.4,100.0,55.4,4.6
74,2011-11-04 03:00:00,53.6,94.0,55.4,9.2
75,2011-11-04 04:00:00,51.8,94.0,53.6,3.5
76,2011-11-04 05:00:00,51.8,94.0,53.6,5.8
77,2011-11-04 06:00:00,51.8,94.0,53.6,9.2
78,2011-11-04 07:00:00,51.8,94.0,53.6,6.9
79,2011-11-04 08:00:00,51.8,94.0,53.6,6.9
80,2011-11-04 09:00:00,53.6,94.0,55.4,8.1
81,2011-11-04 10:00:00,53.6,94.0,55.4,9.2
82,2011-11-04 11:00:00,53.6,82.0,59.0,10.4
83,2011-11-04 12:00:00,53.6,77.0,60.8,11.5
84,2011-11-04 13:00:00,53.6,77.0,60.8,11.5
85,2011-11-04 14:00:00,51.8,77.0,59.0,13.8
86,2011-11-04 15:00:00,51.8,82.0,57.2,12.7
87,2011-11-04 16:00:00,51.8,82.0,57.2,10.4
88,2011-11-04 17:00:00,51.8,82.0,57.2,8.1
89,2011-11-04 18:00:00,51.8,88.0,55.4,9.2
90,2011-11-04 19:00:00,51.8,88.0,55.4,5.8
91,2011-11-04 20:00:00,51.8,94.0,53.6,4.6
92,2011-11-04 21:00:00,52.0,88.0,55.0,6.9
93,2011-11-04 22:00:00,51.8,94.0,53.6,8.1
94,2011-11-04 23:00:00,50.0,94.0,51.8,4.6
95,2011-11-05 00:00:00,50.0,93.0,51.0,6.9
96,2011-11-05 01:00:00,50.0,94.0,51.8,4.6
97,2011-11-05 02:00:00,50.0,100.0,50.0,2.3
98,2011-11-05 03:00:00,48.2,94.0,50.0,2.3
99,2011-11-05 04:00:00,50.0,100.0,50.0,2.3
100,2011-11-05 05:00:00,50.0,94.0,51.8,3.5
101,2011-11-05 06:00:00,50.0,94.0,51.8,3.5
102,2011-11-05 07:00:00,50.0,94.0,51.8,4.6
103,2011-11-05 08:00:00,50.0,94.0,51.8,3.5
104,2011-11-05 09:00:00,52.0,96.0,53.0,5.8
105,2011-11-05 10:00:00,51.8,94.0,53.6,6.9
106,2011-11-05 11:00:00,51.8,88.0,55.4,5.8
107,2011-11-05 12:00:00,51.8,82.0,57.2,8.1
108,2011-11-05 13:00:00,51.8,82.0,57.2,6.9
109,2011-11-05 14:00:00,51.8,82.0,57.2,8.1
110,2011-11-05 15:00:00,51.8,82.0,57.2,5.8
111,2011-11-05 16:00:00,51.8,82.0,57.2,8.1
112,2011-11-05 17:00:00,51.8,82.0,57.2,9.2
113,2011-11-05 18:00:00,51.8,88.0,55.4,8.1
114,2011-11-05 19:00:00,50.0,82.0,55.4,6.9
115,2011-11-05 20:00:00,50.0,88.0,53.6,6.9
116,2011-11-05 21:00:00,50.0,85.0,53.0,9.2
117,2011-11-05 22:00:00,48.2,82.0,53.6,9.2
118,2011-11-05 23:00:00,48.2,88.0,51.8,9.2
119,2011-11-06 00:00:00,46.4,82.0,51.8,9.2
120,2011-11-06 01:00:00,46.4,82.0,51.8,8.1
121,2011-11-06 02:00:00,44.6,82.0,50.0,5.8
122,2011-11-06 03:00:00,42.8,82.0,48.2,5.8
123,2011-11-06 04:00:00,42.8,82.0,48.2,5.8
124,2011-11-06 05:00:00,42.8,87.0,46.4,6.9
125,2011-11-06 06:00:00,42.0,77.0,47.0,8.1
126,2011-11-06 07:00:00,42.8,82.0,48.2,5.8
127,2011-11-06 08:00:00,42.8,82.0,48.2,5.8
128,2011-11-06 09:00:00,42.8,76.0,50.0,6.9
129,2011-11-06 10:00:00,44.6,82.0,50.0,9.2
130,2011-11-06 11:00:00,44.6,76.0,51.8,9.2
131,2011-11-06 12:00:00,44.6,76.0,51.8,8.1
132,2011-11-06 13:00:00,44.6,72.0,53.6,10.4
133,2011-11-06 14:00:00,44.6,72.0,53.6,9.2
134,2011-11-06 15:00:00,44.0,61.0,53.0,10.4
135,2011-11-06 16:00:00,44.6,76.0,51.8,6.9
136,2011-11-06 17:00:00,42.8,71.0,51.8,10.4
137,2011-11-06 18:00:00,43.0,61.0,52.0,11.5
138,2011-11-06 19:00:00,42.8,71.0,51.8,9.2
139,2011-11-06 20:00:00,42.8,71.0,51.8,6.9
140,2011-11-06 21:00:00,42.8,71.0,51.8,9.2
141,2011-11-06 22:00:00,42.8,71.0,51.8,8.1
142,2011-11-06 23:00:00,42.8,76.0,50.0,6.9
143,2011-11-07 00:00:00,44.6,82.0,50.0,6.9
144,2011-11-07 01:00:00,44.6,82.0,50.0,6.9
145,2011-11-07 02:00:00,46.4,87.0,50.0,6.9
146,2011-11-07 03:00:00,46.4,87.0,50.0,5.8
147,2011-11-07 04:00:00,46.4,87.0,50.0,8.1
148,2011-11-07 05:00:00,46.4,87.0,50.0,8.1
149,2011-11-07 06:00:00,46.4,87.0,50.0,8.1
150,2011-11-07 07:00:00,48.2,94.0,50.0,8.1
151,2011-11-07 08:00:00,48.2,94.0,50.0,6.9
152,2011-11-07 09:00:00,48.2,88.0,51.8,8.1
153,2011-11-07 10:00:00,48.2,88.0,51.8,6.9
154,2011-11-07 11:00:00,50.0,88.0,53.6,8.1
155,2011-11-07 12:00:00,50.0,88.0,53.6,8.1
156,2011-11-07 13:00:00,50.0,82.0,55.4,8.1
157,2011-11-07 14:00:00,50.0,82.0,55.4,9.2
158,2011-11-07 15:00:00,50.0,80.0,54.0,10.4
159,2011-11-07 16:00:00,48.2,82.0,53.6,8.1
160,2011-11-07 17:00:00,48.2,82.0,53.6,8.1
161,2011-11-07 18:00:00,48.2,82.0,53.6,8.1
162,2011-11-07 19:00:00,50.0,88.0,53.6,8.1
163,2011-11-07 20:00:00,50.0,94.0,51.8,5.8
164,2011-11-07 21:00:00,50.0,94.0,51.8,6.9
165,2011-11-07 22:00:00,50.0,94.0,51.8,4.6
166,2011-11-07 23:00:00,50.0,94.0,51.8,4.6
167,2011-11-08 00:00:00,50.0,94.0,51.8,5.8
168,2011-11-08 01:00:00,50.0,94.0,51.8,5.8
169,2011-11-08 02:00:00,50.0,94.0,51.8,5.8
170,2011-11-08 03:00:00,50.0,100.0,50.0,6.9
171,2011-11-08 04:00:00,48.2,94.0,50.0,8.1
172,2011-11-08 05:00:00,48.2,94.0,50.0,6.9
173,2011-11-08 06:00:00,48.2,94.0,50.0,5.8
174,2011-11-08 07:00:00,48.2,94.0,50.0,5.8
175,2011-11-08 08:00:00,48.2,94.0,50.0,6.9
176,2011-11-08 09:00:00,48.2,94.0,50.0,10.4
177,2011-11-08 10:00:00,46.4,93.0,48.2,8.1
178,2011-11-08 11:00:00,46.4,87.0,50.0,6.9
179,2011-11-08 12:00:00,47.0,88.0,50.0,8.1
180,2011-11-08 13:00:00,48.2,94.0,50.0,8.1
181,2011-11-08 14:00:00,48.2,94.0,50.0,8.1
182,2011-11-08 15:00:00,48.2,94.0,50.0,6.9
183,2011-11-08 16:00:00,48.2,94.0,50.0,5.8
184,2011-11-08 17:00:00,48.2,94.0,50.0,5.8
185,2011-11-08 18:00:00,48.2,94.0,50.0,6.9
186,2011-11-08 19:00:00,48.2,94.0,50.0,4.6
187,2011-11-08 20:00:00,48.2,94.0,50.0,6.9
188,2011-11-08 21:00:00,46.4,87.0,50.0,5.8
189,2011-11-08 22:00:00,46.4,93.0,48.2,5.8
190,2011-11-08 23:00:00,46.4,93.0,48.2,4.6
191,2011-11-09 00:00:00,46.4,93.0,48.2,4.6
192,2011-11-09 01:00:00,46.4,93.0,48.2,4.6
193,2011-11-09 02:00:00,48.2,94.0,50.0,4.6
194,2011-11-09 03:00:00,48.0,97.0,49.0,5.8
195,2011-11-09 04:00:00,48.2,94.0,50.0,6.9
196,2011-11-09 05:00:00,48.2,94.0,50.0,8.1
197,2011-11-09 06:00:00,50.0,100.0,50.0,5.8
198,2011-11-09 07:00:00,50.0,100.0,50.0,5.8
199,2011-11-09 08:00:00,50.0,94.0,51.8,5.8
200,2011-11-09 09:00:00,50.0,94.0,51.8,2.3
201,2011-11-09 10:00:00,51.8,94.0,53.6,6.9
202,2011-11-09 11:00:00,51.8,88.0,55.4,10.4
203,2011-11-09 12:00:00,51.8,82.0,57.2,10.4
204,2011-11-09 13:00:00,51.8,82.0,57.2,10.4
205,2011-11-09 14:00:00,51.8,77.0,59.0,10.4
206,2011-11-09 15:00:00,49.0,60.0,59.0,11.5
207,2011-11-09 16:00:00,50.0,82.0,55.4,9.2
208,2011-11-09 17:00:00,48.2,82.0,53.6,8.1
209,2011-11-09 18:00:00,50.0,88.0,53.6,9.2
210,2011-11-09 19:00:00,48.2,94.0,50.0,6.9
211,2011-11-09 20:00:00,50.0,94.0,51.8,6.9
212,2011-11-09 21:00:00,50.0,88.0,53.6,6.9
213,2011-11-09 22:00:00,50.0,88.0,53.6,8.1
214,2011-11-09 23:00:00,50.0,94.0,51.8,9.2
215,2011-11-10 00:00:00,49.0,88.0,51.0,6.9
216,2011-11-10 01:00:00,50.0,94.0,51.8,5.8
217,2011-11-10 02:00:00,48.2,94.0,50.0,3.5
218,2011-11-10 03:00:00,48.2,94.0,50.0,3.5
219,2011-11-10 04:00:00,48.2,94.0,50.0,3.5
220,2011-11-10 05:00:00,48.2,94.0,50.0,3.5
221,2011-11-10 06:00:00,48.2,94.0,50.0,2.3
222,2011-11-10 07:00:00,48.2,94.0,50.0,4.6
223,2011-11-10 08:00:00,48.2,94.0,50.0,4.6
224,2011-11-10 09:00:00,51.8,100.0,51.8,8.1
225,2011-11-10 10:00:00,51.8,94.0,53.6,8.1
226,2011-11-10 11:00:00,51.8,88.0,55.4,5.8
227,2011-11-10 12:00:00,53.0,76.0,58.0,6.9
228,2011-11-10 13:00:00,51.8,82.0,57.2,5.8
229,2011-11-10 14:00:00,51.8,82.0,57.2,8.1
230,2011-11-10 15:00:00,51.8,82.0,57.2,8.1
231,2011-11-10 16:00:00,50.0,82.0,55.4,5.8
232,2011-11-10 17:00:00,50.0,88.0,53.6,9.2
233,2011-11-10 18:00:00,50.0,88.0,53.6,5.8
234,2011-11-10 19:00:00,48.2,88.0,51.8,9.2
235,2011-11-10 20:00:00,48.2,88.0,51.8,10.4
236,2011-11-10 21:00:00,47.0,88.0,50.0,5.8
237,2011-11-10 22:00:00,48.2,94.0,50.0,9.2
238,2011-11-10 23:00:00,46.4,87.0,50.0,8.1
239,2011-11-11 00:00:00,46.4,93.0,48.2,4.6
240,2011-11-11 01:00:00,44.6,93.0,46.4,5.8
241,2011-11-11 02:00:00,42.8,93.0,44.6,6.9
242,2011-11-11 03:00:00,42.8,93.0,44.6,6.9
243,2011-11-11 04:00:00,42.8,93.0,44.6,5.8
244,2011-11-11 05:00:00,46.4,93.0,48.2,9.2
245,2011-11-11 06:00:00,46.4,93.0,48.2,10.4
246,2011-11-11 07:00:00,48.2,100.0,48.2,10.4
247,2011-11-11 08:00:00,48.2,100.0,48.2,8.1
248,2011-11-11 09:00:00,49.0,100.0,49.0,9.2
249,2011-11-11 10:00:00,48.2,94.0,50.0,11.5
250,2011-11-11 11:00:00,48.2,94.0,50.0,9.2
251,2011-11-11 12:00:00,50.0,100.0,50.0,9.2
252,2011-11-11 13:00:00,50.0,94.0,51.8,9.2
253,2011-11-11 14:00:00,50.0,94.0,51.8,10.4
254,2011-11-11 15:00:00,50.0,94.0,51.8,9.2
255,2011-11-11 16:00:00,50.0,94.0,51.8,12.7
256,2011-11-11 17:00:00,50.0,94.0,51.8,10.4
257,2011-11-11 18:00:00,50.0,94.0,51.8,11.5
258,2011-11-11 19:00:00,50.0,94.0,51.8,11.5
259,2011-11-11 20:00:00,50.0,94.0,51.8,9.2
260,2011-11-11 21:00:00,50.0,88.0,53.6,10.4
261,2011-11-11 22:00:00,50.0,88.0,53.6,10.4
262,2011-11-11 23:00:00,51.8,94.0,53.6,11.5
263,2011-11-12 00:00:00,51.8,94.0,53.6,6.9
264,2011-11-12 01:00:00,51.8,94.0,53.6,9.2
265,2011-11-12 02:00:00,51.8,94.0,53.6,9.2
266,2011-11-12 03:00:00,53.6,100.0,53.6,8.1
267,2011-11-12 04:00:00,53.6,100.0,53.6,4.6
268,2011-11-12 05:00:00,53.6,100.0,53.6,4.6
269,2011-11-12 06:00:00,53.0,95.0,54.0,5.8
270,2011-11-12 07:00:00,53.6,100.0,53.6,2.3
271,2011-11-12 08:00:00,53.6,100.0,53.6,3.5
272,2011-11-12 09:00:00,54.0,96.0,55.0,3.5
273,2011-11-12 10:00:00,55.4,100.0,55.4,4.6
274,2011-11-12 11:00:00,55.4,88.0,59.0,4.6
275,2011-11-12 12:00:00,55.4,88.0,59.0,4.6
276,2011-11-12 13:00:00,55.4,82.0,60.8,3.5
277,2011-11-12 14:00:00,53.6,77.0,60.8,4.6
278,2011-11-12 15:00:00,53.6,82.0,59.0,8.1
279,2011-11-12 16:00:00,53.6,82.0,59.0,9.2
280,2011-11-12 17:00:00,53.6,88.0,57.2,9.2
281,2011-11-12 18:00:00,53.6,88.0,57.2,9.2
282,2011-11-12 19:00:00,53.6,88.0,57.2,10.4
283,2011-11-12 20:00:00,53.6,94.0,55.4,9.2
284,2011-11-12 21:00:00,53.6,94.0,55.4,10.4
285,2011-11-12 22:00:00,51.8,94.0,53.6,9.2
286,2011-11-12 23:00:00,51.8,94.0,53.6,9.2
287,2011-11-13 00:00:00,51.8,94.0,53.6,9.2
288,2011-11-13 01:00:00,51.8,100.0,51.8,8.1
289,2011-11-13 02:00:00,51.8,100.0,51.8,8.1
290,2011-11-13 03:00:00,51.8,94.0,53.6,10.4
291,2011-11-13 04:00:00,50.0,94.0,51.8,5.8
292,2011-11-13 05:00:00,50.0,100.0,50.0,6.9
293,2011-11-13 06:00:00,51.0,94.0,52.0,6.9
294,2011-11-13 07:00:00,50.0,94.0,51.8,5.8
295,2011-11-13 08:00:00,48.2,94.0,50.0,5.8
296,2011-11-13 09:00:00,50.0,94.0,51.8,6.9
297,2011-11-13 10:00:00,50.0,82.0,55.4,11.5
298,2011-11-13 11:00:00,51.8,82.0,57.2,11.5
299,2011-11-13 12:00:00,50.0,68.0,60.8,10.4
300,2011-11-13 13:00:00,50.0,68.0,60.8,11.5
301,2011-11-13 14:00:00,51.8,72.0,60.8,11.5
302,2011-11-13 15:00:00,51.8,77.0,59.0,9.2
303,2011-11-13 16:00:00,50.0,82.0,55.4,6.9
304,2011-11-13 17:00:00,50.0,88.0,53.6,8.1
305,2011-11-13 18:00:00,50.0,87.0,53.0,5.8
306,2011-11-13 19:00:00,50.0,94.0,51.8,9.2
307,2011-11-13 20:00:00,48.2,88.0,51.8,11.5
308,2011-11-13 21:00:00,48.2,88.0,51.8,9.2
309,2011-11-13 22:00:00,48.2,88.0,51.8,8.1
310,2011-11-13 23:00:00,48.2,94.0,50.0,5.8
311,2011-11-14 00:00:00,46.4,87.0,50.0,10.4
312,2011-11-14 01:00:00,46.4,87.0,50.0,9.2
313,2011-11-14 02:00:00,46.4,87.0,50.0,6.9
314,2011-11-14 03:00:00,46.0,87.0,49.0,6.9
315,2011-11-14 04:00:00,46.4,93.0,48.2,8.1
316,2011-11-14 05:00:00,46.4,93.0,48.2,6.9
317,2011-11-14 06:00:00,45.0,90.0,47.0,5.8
318,2011-11-14 07:00:00,44.6,93.0,46.4,9.2
319,2011-11-14 08:00:00,44.6,93.0,46.4,6.9
320,2011-11-14 09:00:00,44.6,93.0,46.4,8.1
321,2011-11-14 10:00:00,44.6,93.0,46.4,9.2
322,2011-11-14 11:00:00,44.6,93.0,46.4,5.8
323,2011-11-14 12:00:00,46.4,93.0,48.2,6.9
324,2011-11-14 13:00:00,46.4,93.0,48.2,8.1
325,2011-11-14 14:00:00,46.4,93.0,48.2,8.1
326,2011-11-14 15:00:00,48.2,94.0,50.0,8.1
327,2011-11-14 16:00:00,48.2,94.0,50.0,8.1
328,2011-11-14 17:00:00,48.2,94.0,50.0,8.1
329,2011-11-14 18:00:00,48.0,91.0,50.0,9.2
330,2011-11-14 19:00:00,48.2,94.0,50.0,9.2
331,2011-11-14 20:00:00,48.2,94.0,50.0,9.2
332,2011-11-14 21:00:00,48.2,94.0,50.0,10.4
333,2011-11-14 22:00:00,46.4,87.0,50.0,6.9
334,2011-11-14 23:00:00,44.6,87.0,48.2,9.2
335,2011-11-15 00:00:00,42.8,93.0,44.6,8.1
336,2011-11-15 01:00:00,41.0,87.0,44.6,6.9
337,2011-11-15 02:00:00,42.8,93.0,44.6,5.8
338,2011-11-15 03:00:00,43.0,86.0,46.0,5.8
339,2011-11-15 05:00:00,41.0,93.0,42.8,4.6
340,2011-11-15 06:00:00,45.0,84.0,48.0,5.8
341,2011-11-15 07:00:00,44.6,87.0,48.2,4.6
342,2011-11-15 08:00:00,46.4,93.0,48.2,4.6
343,2011-11-15 09:00:00,46.4,87.0,50.0,6.9
344,2011-11-15 10:00:00,46.4,87.0,50.0,8.1
345,2011-11-15 11:00:00,46.4,82.0,51.8,8.1
346,2011-11-15 12:00:00,44.6,72.0,53.6,13.8
347,2011-11-15 13:00:00,44.6,72.0,53.6,9.2
348,2011-11-15 14:00:00,44.6,72.0,53.6,10.4
349,2011-11-15 15:00:00,44.0,67.0,52.0,6.9
350,2011-11-15 16:00:00,42.8,82.0,48.2,9.2
351,2011-11-15 17:00:00,41.0,81.0,46.4,9.2
352,2011-11-15 18:00:00,39.2,87.0,42.8,5.8
353,2011-11-15 19:00:00,39.2,93.0,41.0,6.9
354,2011-11-15 20:00:00,39.2,93.0,41.0,6.9
355,2011-11-15 21:00:00,39.2,87.0,42.8,10.4
356,2011-11-15 22:00:00,39.2,93.0,41.0,10.4
357,2011-11-15 23:00:00,39.2,93.0,41.0,6.9
358,2011-11-16 00:00:00,40.0,88.0,42.0,6.9
359,2011-11-16 02:00:00,39.2,93.0,41.0,6.9
360,2011-11-16 03:00:00,40.0,89.0,42.0,8.1
361,2011-11-16 04:00:00,39.2,93.0,41.0,6.9
362,2011-11-16 05:00:00,39.2,93.0,41.0,5.8
363,2011-11-16 06:00:00,39.0,93.0,40.0,5.8
364,2011-11-16 07:00:00,39.2,93.0,41.0,4.6
365,2011-11-16 08:00:00,39.2,100.0,39.2,4.6
366,2011-11-16 09:00:00,40.0,94.0,41.0,3.5
367,2011-11-16 10:00:00,39.2,93.0,41.0,4.6
368,2011-11-16 11:00:00,39.2,87.0,42.8,5.8
369,2011-11-16 12:00:00,41.0,85.0,44.0,5.8
370,2011-11-16 13:00:00,42.8,93.0,44.6,5.8
371,2011-11-16 14:00:00,42.8,87.0,46.4,5.8
372,2011-11-16 15:00:00,42.8,87.0,46.4,5.8
373,2011-11-16 16:00:00,42.8,87.0,46.4,8.1
374,2011-11-16 17:00:00,41.0,87.0,44.6,6.9
375,2011-11-16 18:00:00,41.0,87.0,44.6,6.9
376,2011-11-16 19:00:00,42.8,93.0,44.6,8.1
377,2011-11-16 20:00:00,42.8,93.0,44.6,6.9
378,2011-11-16 21:00:00,43.0,92.0,45.0,6.9
379,2011-11-16 22:00:00,44.6,93.0,46.4,6.9
380,2011-11-16 23:00:00,44.6,93.0,46.4,4.6
381,2011-11-17 00:00:00,46.4,93.0,48.2,4.6
382,2011-11-17 01:00:00,46.4,93.0,48.2,4.6
383,2011-11-17 02:00:00,44.6,93.0,46.4,4.6
384,2011-11-17 03:00:00,44.6,93.0,46.4,2.3
385,2011-11-17 04:00:00,44.6,93.0,46.4,
386,2011-11-17 05:00:00,44.6,93.0,46.4,4.6
387,2011-11-17 06:00:00,46.4,93.0,48.2,3.5
388,2011-11-17 07:00:00,46.4,93.0,48.2,5.8
389,2011-11-17 08:00:00,46.4,93.0,48.2,5.8
390,2011-11-17 09:00:00,51.0,89.0,53.0,4.6
391,2011-11-17 10:00:00,51.8,94.0,53.6,5.8
392,2011-11-17 11:00:00,53.6,88.0,57.2,10.4
393,2011-11-17 12:00:00,51.8,82.0,57.2,12.7
394,2011-11-17 13:00:00,48.2,77.0,55.4,12.7
395,2011-11-17 14:00:00,46.4,67.0,57.2,11.5
396,2011-11-17 15:00:00,42.8,59.0,57.2,10.4
397,2011-11-17 16:00:00,42.8,67.0,53.6,9.2
398,2011-11-17 17:00:00,42.8,71.0,51.8,8.1
399,2011-11-17 18:00:00,44.0,70.0,51.0,6.9
400,2011-11-17 19:00:00,42.8,82.0,48.2,6.9
401,2011-11-17 20:00:00,42.8,93.0,44.6,6.9
402,2011-11-17 21:00:00,44.6,82.0,50.0,9.2
403,2011-11-17 22:00:00,44.6,82.0,50.0,8.1
404,2011-11-17 23:00:00,46.4,87.0,50.0,6.9
405,2011-11-18 00:00:00,46.4,87.0,50.0,4.6
406,2011-11-18 01:00:00,44.6,87.0,48.2,5.8
407,2011-11-18 02:00:00,46.4,93.0,48.2,5.8
408,2011-11-18 03:00:00,46.4,93.0,48.2,5.8
409,2011-11-18 04:00:00,48.2,94.0,50.0,6.9
410,2011-11-18 05:00:00,46.4,93.0,48.2,5.8
411,2011-11-18 06:00:00,47.0,92.0,49.0,6.9
412,2011-11-18 07:00:00,46.4,93.0,48.2,9.2
413,2011-11-18 08:00:00,46.4,93.0,48.2,5.8
414,2011-11-18 09:00:00,48.2,94.0,50.0,5.8
415,2011-11-18 10:00:00,50.0,88.0,53.6,6.9
416,2011-11-18 11:00:00,51.8,82.0,57.2,9.2
417,2011-11-18 12:00:00,51.8,82.0,57.2,10.4
418,2011-11-18 13:00:00,51.8,82.0,57.2,12.7
419,2011-11-18 14:00:00,50.0,77.0,57.2,12.7
420,2011-11-18 15:00:00,49.0,62.0,58.0,10.4
421,2011-11-18 16:00:00,46.4,72.0,55.4,8.1
422,2011-11-18 17:00:00,48.2,82.0,53.6,8.1
423,2011-11-18 18:00:00,48.2,82.0,53.6,8.1
424,2011-11-18 19:00:00,48.2,82.0,53.6,6.9
425,2011-11-18 20:00:00,48.2,88.0,51.8,8.1
426,2011-11-18 21:00:00,46.4,82.0,51.8,8.1
427,2011-11-18 22:00:00,46.4,87.0,50.0,6.9
428,2011-11-18 23:00:00,42.8,87.0,46.4,6.9
429,2011-11-19 00:00:00,42.8,87.0,46.4,5.8
430,2011-11-19 01:00:00,42.8,93.0,44.6,4.6
431,2011-11-19 02:00:00,41.0,87.0,44.6,5.8
432,2011-11-19 03:00:00,43.0,91.0,45.0,6.9
433,2011-11-19 04:00:00,41.0,93.0,42.8,6.9
434,2011-11-19 05:00:00,42.8,100.0,42.8,5.8
435,2011-11-19 06:00:00,42.8,100.0,42.8,5.8
436,2011-11-19 07:00:00,42.8,93.0,44.6,3.5
437,2011-11-19 08:00:00,42.8,93.0,44.6,5.8
438,2011-11-19 09:00:00,46.4,100.0,46.4,4.6
439,2011-11-19 10:00:00,46.4,93.0,48.2,5.8
440,2011-11-19 11:00:00,46.4,87.0,50.0,5.8
441,2011-11-19 12:00:00,47.0,83.0,51.0,5.8
442,2011-11-19 13:00:00,48.2,77.0,55.4,6.9
443,2011-11-19 14:00:00,48.2,77.0,55.4,6.9
444,2011-11-19 15:00:00,48.2,77.0,55.4,6.9
445,2011-11-19 16:00:00,46.4,82.0,51.8,6.9
446,2011-11-19 17:00:00,46.4,87.0,50.0,4.6
447,2011-11-19 18:00:00,46.4,93.0,48.2,5.8
448,2011-11-19 19:00:00,46.4,93.0,48.2,6.9
449,2011-11-19 20:00:00,42.8,93.0,44.6,6.9
