GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)
1400000US36081015600,36081015600,"Census Tract 156, Queens County, New York",50068,12789
1400000US36081015700,36081015700,"Census Tract 157, Queens County, New York",45811,8229
1400000US36081015801,36081015801,"Census Tract 158.01, Queens County, New York",61055,21153
1400000US36081015802,36081015802,"Census Tract 158.02, Queens County, New York",47015,19459
1400000US36081015900,36081015900,"Census Tract 159, Queens County, New York",47472,6230
1400000US36081016100,36081016100,"Census Tract 161, Queens County, New York",50559,7418
1400000US36081016300,36081016300,"Census Tract 163, Queens County, New York",25625,4817
1400000US36081016400,36081016400,"Census Tract 164, Queens County, New York",65766,19034
1400000US36081016600,36081016600,"Census Tract 166, Queens County, New York",50000,17715
1400000US36081016800,36081016800,"Census Tract 168, Queens County, New York",66273,5642
1400000US36081016900,36081016900,"Census Tract 169, Queens County, New York",54194,11485
1400000US36081017000,36081017000,"Census Tract 170, Queens County, New York",49048,6413
1400000US36081017100,36081017100,"Census Tract 171, Queens County, New York",-,**
1400000US36081017200,36081017200,"Census Tract 172, Queens County, New York",60473,13691
1400000US36081017400,36081017400,"Census Tract 174, Queens County, New York",60469,15795
1400000US36081017600,36081017600,"Census Tract 176, Queens County, New York",49306,10899
1400000US36081017800,36081017800,"Census Tract 178, Queens County, New York",45441,5062
1400000US36081017900,36081017900,"Census Tract 179, Queens County, New York",39773,5770
1400000US36081018000,36081018000,"Census Tract 180, Queens County, New York",43558,14865
1400000US36081018101,36081018101,"Census Tract 181.01, Queens County, New York",41063,6391
1400000US36081018102,36081018102,"Census Tract 181.02, Queens County, New York",52935,10853
1400000US36081018200,36081018200,"Census Tract 182, Queens County, New York",56296,8813
1400000US36081018300,36081018300,"Census Tract 183, Queens County, New York",66908,15008
1400000US36081018401,36081018401,"Census Tract 184.01, Queens County, New York",58939,9677
1400000US36081018402,36081018402,"Census Tract 184.02, Queens County, New York",61333,16903
1400000US36081018501,36081018501,"Census Tract 185.01, Queens County, New York",56971,13169
1400000US36081018502,36081018502,"Census Tract 185.02, Queens County, New York",65869,5193
1400000US36081018600,36081018600,"Census Tract 186, Queens County, New York",66250,20830
1400000US36081018700,36081018700,"Census Tract 187, Queens County, New York",73571,20806
1400000US36081018800,36081018800,"Census Tract 188, Queens County, New York",71484,15720
1400000US36081018900,36081018900,"Census Tract 189, Queens County, New York",54429,5882
1400000US36081019000,36081019000,"Census Tract 190, Queens County, New York",71645,10005
1400000US36081019200,36081019200,"Census Tract 192, Queens County, New York",58264,14774
1400000US36081019400,36081019400,"Census Tract 194, Queens County, New York",60764,10806
1400000US36081019600,36081019600,"Census Tract 196, Queens County, New York",60581,3574
1400000US36081019800,36081019800,"Census Tract 198, Queens County, New York",40531,10099
1400000US36081019900,36081019900,"Census Tract 199, Queens County, New York",56801,18301
1400000US36081020200,36081020200,"Census Tract 202, Queens County, New York",55375,23017
1400000US36081020400,36081020400,"Census Tract 204, Queens County, New York",27418,24298
1400000US36081020500,36081020500,"Census Tract 205, Queens County, New York",46000,15503
1400000US36081020600,36081020600,"Census Tract 206, Queens County, New York",53013,15111
1400000US36081020800,36081020800,"Census Tract 208, Queens County, New York",59097,10858
1400000US36081021200,36081021200,"Census Tract 212, Queens County, New York",31576,19656
1400000US36081021400,36081021400,"Census Tract 214, Queens County, New York",47780,8052
1400000US36081021600,36081021600,"Census Tract 216, Queens County, New York",59792,15694
1400000US36081021900,36081021900,"Census Tract 219, Queens County, New York",-,**
1400000US36081022001,36081022001,"Census Tract 220.01, Queens County, New York",60558,8183
1400000US36081022002,36081022002,"Census Tract 220.02, Queens County, New York",61575,9718
1400000US36081022900,36081022900,"Census Tract 229, Queens County, New York",-,**
1400000US36081023000,36081023000,"Census Tract 230, Queens County, New York",109632,29030
1400000US36081023200,36081023200,"Census Tract 232, Queens County, New York",68457,9982
1400000US36081023500,36081023500,"Census Tract 235, Queens County, New York",46630,6545
1400000US36081023600,36081023600,"Census Tract 236, Queens County, New York",49250,14944
1400000US36081023800,36081023800,"Census Tract 238, Queens County, New York",38571,5685
1400000US36081024000,36081024000,"Census Tract 240, Queens County, New York",39926,7039
1400000US36081024300,36081024300,"Census Tract 243, Queens County, New York",62083,3797
1400000US36081024500,36081024500,"Census Tract 245, Queens County, New York",52138,11741
1400000US36081024600,36081024600,"Census Tract 246, Queens County, New York",-,**
1400000US36081024700,36081024700,"Census Tract 247, Queens County, New York",45500,10705
1400000US36081024900,36081024900,"Census Tract 249, Queens County, New York",56333,7883
1400000US36081025100,36081025100,"Census Tract 251, Queens County, New York",41496,4060
1400000US36081025301,36081025301,"Census Tract 253.01, Queens County, New York",54808,13779
1400000US36081025302,36081025302,"Census Tract 253.02, Queens County, New York",49669,11674
1400000US36081025400,36081025400,"Census Tract 254, Queens County, New York",41797,9315
1400000US36081025500,36081025500,"Census Tract 255, Queens County, New York",81167,25701
1400000US36081025700,36081025700,"Census Tract 257, Queens County, New York",61023,15851
1400000US36081025800,36081025800,"Census Tract 258, Queens County, New York",56346,19354
1400000US36081025900,36081025900,"Census Tract 259, Queens County, New York",48257,5017
1400000US36081026000,36081026000,"Census Tract 260, Queens County, New York",41207,5448
1400000US36081026100,36081026100,"Census Tract 261, Queens County, New York",41927,4662
1400000US36081026200,36081026200,"Census Tract 262, Queens County, New York",66473,15387
